Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year
3090,"HAND PUMP AT PITTAVANIPALEM,
VISHAKHAPATNAM",ANDHRA PRADESH,22,26,7,7.3,2076,2267,2017
3091,"BORE WELL AT KAPULUPPADA DUMPSITE,
VISHAKHAPATNAM",ANDHRA PRADESH,26,29,7.2,7.3,2715,3609,2017
3092,"BORE WELL AT ARINAMA AKKIVALASA,
SRIKAKULAM",ANDHRA PRADESH,27,28,7.7,7.8,862,1009,2017
3093,"BORE WELL AT ALLADAPALEM VILLAGE,
PYDIBHIMAVARAM",ANDHRA PRADESH,26,26,7.7,7.8,1645,1888,2017
1533,"DIGBOI, TINSUKIA DISTT., ASSAM",ASSAM,22,22,6.2,6.3,212,450,2017
1534,"GROUND WATER AT KARBI ANGLONG DISTT.,
ASSAM",ASSAM,26,26,5.6,5.8,186,1134,2017
1535,"GROUND WATER AT SIBSAGAR GOVT ME SCHOOL
WARD 6, RED CROSS ROAD , ASSAM",ASSAM,23,29,6.1,6.6,189,277,2017
1536,"GROUND WATER NEAR BPMS H.S. SCHOOL
SONARI TOWN DIST CHARAIDEO",ASSAM,24,28,6.4,6.5,176,200,2017
1537,"GROUND WATER AT (JORHAT, ASSAM)",ASSAM,23,27,6.4,7.4,179,275,2017
1538,"GROUND WATER AT SILCHAR, ASSAM",ASSAM,25,26,5.5,7.1,61,125,2017
1539,"GROUND WATER AT BARPETA, ASSAM",ASSAM,27,28,7.3,7.8,272,309,2017
1540,"GROUND WATER AT BONAIGAON, ASSAM",ASSAM,28,29,6,6.1,143,190,2017
1541,"GROUND WATER AT NOONMATI GUWAHATI,
ASSAM",ASSAM,26,28,6.9,7.1,344,464,2017
1542,"GROUND WATER AT SIJUBARI MAZAR, NATBOMA
HATIGAON",ASSAM,26,28,6.4,7,457,783,2017
2243,"GROUND WATER FROM LEDO, MARGHERITA,
ASSAM",ASSAM,22,22,5.1,6,142,224,2017
2244,"GROUND WATER FROM NAZIRA, ASSAM",ASSAM,24,26,6.5,7.1,247,251,2017
2245,"GROUND WATER FROM NUMALIGARH (NEAR NRL
TE LABOR COLONY), ASSAM",ASSAM,25,27,4.9,5.6,160,170,2017
2246,"GROUND WATER FROM SEMENCHAPARI, ASSAM",ASSAM,20,22,6.2,7,188,236,2017
2247,"GROUND WATER FROM SILAPATHAR, ASSAM",ASSAM,20,23,6.3,6.4,94,225,2017
2248,"GROUND WATER FROM LAKHIMPUR TOWN,
ASSAM",ASSAM,26,30,6,6.8,134,343,2017
2249,"GROUND WATER FROM TEZPUR (MISSION
CHARIALI), ASSAM",ASSAM,26,27,6.1,6.4,249,251,2017
2250,"GROUND WATER FROM NAGAON (PANIGAON),
ASSAM",ASSAM,29,30,6,6.3,285,513,2017
2251,"GROUND WATER FROM JAGIROAD NEAR HPC
EFFLUENT DISCHARGE POINT, ASSAM",ASSAM,29,29,5.1,5.4,463,755,2017
2252,"GROUND WATER NEAR MSW DUMPING SITE AT
GARCHUK-GUWAHATI, ASSAM",ASSAM,22,29,6.2,6.6,202,221,2017
2253,"GROUND WATER FROM NALBARI, ASSAM",ASSAM,22,30,6.2,6.3,190,194,2017
2254,"GROUND WATER FROM BARPETA ROAD(RLY
STATION), ASSAM",ASSAM,28,28,6.9,7.1,526,660,2017
2255,"GROUND WATER NEAR BPRL, DHALIGAON, ASSAM",ASSAM,28,30,5.7,6.7,293,408,2017
2256,"GROUND WATER FROM KOKRAJHAR DISTRICT (HS
SCHOOL ), ASSAM",ASSAM,28,30,5.6,6.7,57,154,2017
2257,"GROUND WATER FROM DHUBRI DISTRICT
(COLLEGE NAGAR ), ASSAM",ASSAM,24,32,6.5,7.7,427,454,2017
2258,"GROUND WATER FROM GOALPARA DIST.
(GOALPARA COLLEGE ), ASSAM",ASSAM,26,30,6.4,6.6,244,246,2017
2259,"GROUND WATER FROM DIPHU (GOVT. COLLEGE),
ASSAM",ASSAM,27,27,7.1,7.2,751,837,2017
2260,"GROUND WATER FROM HAMREN, ASSAM",ASSAM,26,29,6,6.2,94,104,2017
2261,"GROUND WATER FROM HAFLONG, ASSAM",ASSAM,20,24,6.1,7.2,90,122,2017
2262,"GROUND WATER FROM KARIMGANJ (COLLEGE),
ASSAM",ASSAM,25,25,5.7,7.1,84,149,2017
2263,"GROUND WATER FROM HIALAKANDI (NEAR ASTC
BUS STAND ), ASSAM",ASSAM,25,25,7.4,7.4,154,198,2017
2264,"GROUND WATER IN PANCHGRAM MARKET NEAR
CACHAR PAPER MILL, ASSAM",ASSAM,25,25,6.6,6.7,153,171,2017
3761,BISWANATH CHARIALI TOWN,ASSAM,26,26,7.1,7.1,177,177,2017
3762,"MUNICIPAL WASTE PROCESSING FACILITY,
MORABHARLI, TEZPUR",ASSAM,27,27,6.3,6.3,384,384,2017
3766,MANGALDOI TOWN,ASSAM,27,27,6.4,6.4,287,287,2017
3770,"GROUND WATER NEAR GARMUR RECREATION
GROUND, JORHAT",ASSAM,28,28,7.2,7.2,157,157,2017
3771,"GROUND WATER FROM TITABAT URBAN WATER
SUPPLY, TITABAR",ASSAM,27,27,7.8,7.8,277,277,2017
3779,"GROUND WATER FROM GARMUR, MAJULI",ASSAM,27,27,7.5,7.5,391,391,2017
3790,"GOGAMUKH PUBLIC WATER SUPPLY SCHEME,
GOGAMUKH, DHEMAJI",ASSAM,22,22,7.5,7.5,180,180,2017
3793,"TUBE WELL AT R/O SRI TANKESWAR DAS,
RUPJYOTI COLONY (NAGABALI) MUNICIPALITY
DUMPING SITE, GOLAGHAT",ASSAM,27,27,6.8,6.8,451,451,2017
3794,"TUBE WELL AT R/O SRI ANIL BAORA AT
BOSAGAON NEAR BY THE ATHKHALIA, NAMGHAR,
PO: PULIKAITONI",ASSAM,27,27,6.7,6.7,489,489,2017
3795,"TUBE WELL OF WOKHA GORONGA GIRLS ME
SCHOOL, GOROUNGA TINIALI, FURKATING",ASSAM,26,26,7.5,7.5,370,370,2017
3801,"GROUND WATER FROM MEHEPUR TRENCHING
GROUND, MEHERPUR, CACHAR",ASSAM,25,25,7.4,7.4,545,545,2017
3802,"GROUND WATER FROM MEHEPUR NEAR A
CLUSTER OF NURSING HOME & DIAGNOSTIC
CENTRE, MEHERPUR, CACHAR",ASSAM,25,25,7.1,7.1,331,331,2017
3805,"GROUND WATER NEAR BADARPUR INDUSTRIAL
AREA AT BADARPUR GHAT, KARIMGANJ",ASSAM,26,26,6.8,6.8,162,162,2017
3813,"GROUND WATER FROM BONDA, GUWAHATI",ASSAM,27,27,5.6,5.6,309,309,2017
3815,"GROUND WATER FROM KHANAPARA, GUWAHATI",ASSAM,24,24,7.8,7.8,286,286,2017
3816,"GROUND WATER FROM BASISTHA, GUWAHATI",ASSAM,24,24,7.9,7.9,280,280,2017
3817,"GROUND WATER FROM KAHILIPARA, GUWAHATI",ASSAM,25,25,7,7,331,331,2017
3818,"GROUND WATER FROM MALIGAON, GUWAHATI",ASSAM,26,26,7.3,7.3,280,280,2017
1825,"BORE WELL WATER AT KATRA BAZAR WATER
TANK, MALSALAMI, PATNA",BIHAR,26,30,8.1,8.7,446,449,2017
1826,"BORE WELL WATER AT BHUT NATH ROAD WATER
TANK SEC-3, KANKARBAGH,PATNA",BIHAR,26,32,7.8,8,455,456,2017
1827,"TAP WATER COMING FROM OVER HEAD TANK
PMCH CAMPUS, PATNA",BIHAR,26,32,7.4,7.4,554,558,2017
1828,"BORE WELL WATER IN CAMPUS OF PATNA WATER
BOARD HEAD OFFICE, NEAR HIGH COURT, PATNA",BIHAR,26,30,7.8,7.8,520,521,2017
1829,"BORE WELL WATER FROM IGIMS CAMPUS, PATNA",BIHAR,26,30,7.6,7.8,560,560,2017
1830,"BORE WELL WATER (PHED PUMP HOUSE) SADAR
HOSPITAL CAMPUS, MUZAFFARPUR",BIHAR,24,28,7.2,7.5,995,1000,2017
1831,"BORE WELL WATER MMC PUMP HOUSE
BRAHMPURA NAKA, MUZAFFARPUR",BIHAR,24,28,7.8,8,628,642,2017
1832,"TAP WATER IN CAMPUS OF KALI ASTHAN,
BEGUSARAI",BIHAR,26,27,7.2,7.4,612,768,2017
1833,"TAP WATER IN CAMPUS OF S.P OOFICE,
POKHARIA, BEGUSARAI",BIHAR,26,26,7.2,7.3,688,730,2017
1834,"HAND PUMP WATER NEAR GOVT. HOSPITAL,
PURNEA",BIHAR,20,22,7.2,7.6,554,692,2017
1835,"HAND PUMP WATER NEAR COURT LOWER COURT,
PURNEA",BIHAR,20,22,7.1,7.5,602,834,2017
1836,"HAND PUMP WATER NEAR BUS STAND TILKS
MANJHI CHOWK, BEGUSARAI",BIHAR,28,32,7.3,7.4,332,402,2017
1837,BEGUSARAI,BIHAR,28,32,7.2,7.3,413,446,2017
1838,"TAP WATER NEAR VEER KUWAR SINGH CHOWK,
MUNGER",BIHAR,25,30,7.2,7.2,596,648,2017
1839,"HAND PUMP WATER IN CAMPUS OF KASTURBA
WATER WORKS, MUNGER",BIHAR,26,28,7.3,7.6,580,600,2017
1840,"TAP WATER PHED PUMP HOUSE MAIN ROAD,
MOTIHARI",BIHAR,28,29,7.4,8,581,589,2017
1841,"TAP WELL WATER FROM T. MODAL INTER
SCHOOL, G.B ROAD, GAYA",BIHAR,26,31,7.1,7.1,889,1850,2017
1842,"TAP WATER SAMPLE AT RAMKUND, GAYA",BIHAR,26,31,7.1,7.2,895,1700,2017
1843,"PHED WATER SUPPLY NEAR BUS STAND, RAJGIR",BIHAR,25,30,7.2,7.2,478,897,2017
1844,"BORE WELL WATER NEAR COMMISSIONARY
OFFICE, CHAPRA",BIHAR,28,32,7,7.1,1088,1140,2017
2576,"HAND PUMP WATER AT CIVIL COURT,
AURANGABAD",BIHAR,24,30,7.1,7.2,468,1080,2017
2577,"HAND PUMP WATER AT COURT CAMPOUND,
ARARIA",BIHAR,29,32,7.1,7.2,545,595,2017
2578,"HAND PUMP WATER AT SARDAR PATEL BUS
STAND, BHOJPUR",BIHAR,22,30,7.1,7.2,826,857,2017
2579,"TUBE WELL WATER AT COLLECTRIATE CAMPUS,
BUXAR",BIHAR,21,25,7.4,7.5,491,3111,2017
2580,"HAND PUMP WATER FROM NAGAR PARISHAD,
BHABHUA",BIHAR,28,29,7.1,7.3,310,1004,2017
2581,"HAND PUMP WATER AT KILA GATE NEAR
RAMBAGH MITHILA UNIVERSITY, DARBHANGA",BIHAR,21,23,7.5,7.8,447,603,2017
2582,"HAND PUMP WATER AT DARBHANGA BUS STAND,
DARBHANGA",BIHAR,21,22,7.4,7.6,640,651,2017
2583,"HAND PUMP WATER AT BUS STAND, GOPALGANJ",BIHAR,26,30,7.2,7.7,511,870,2017
2584,"HAND PUMP WATER AT THAWAY MANDIR
CAMPUS, GOPALGANJ",BIHAR,26,31,7.3,7.4,1040,1070,2017
2585,"TAP WATER NEAR PANI TANKI AT JAHANABAD
COURT, JAHANABAD",BIHAR,26,26,6.9,7.4,410,1800,2017
2586,"HAND PUMP WATER AT BUS STAND, KATIHAR",BIHAR,21,23,7.2,7.4,540,585,2017
2587,"HAND PUMP WATER NEAR SADAR HOSPITAL,
KHAGARIA",BIHAR,28,28,7.4,7.4,624,624,2017
2588,"HAND PUMP WATER AT D.M OFFICE, KISHANGANJ",BIHAR,25,25,7.3,7.4,294,599,2017
2589,"HAND PUMP WATER NEAR D.M OFFICE,
MADHEPURA",BIHAR,21,26,7,7.7,614,961,2017
2590,"HAND PUMP WATER AT COLLECTRIATE OFFICE,
MADHUBANI",BIHAR,22,24,7.4,7.5,604,635,2017
2591,"TAP WATER INSIDE THE CAMPUS OF TOURIST
CAFETERIA, NALANDA",BIHAR,26,29,7.2,7.3,687,1200,2017
2592,"NALANDA-HAND PUMP WATER AT CIVIL COURT,
BIHAR SARIF",BIHAR,25,28,7.1,7.5,616,788,2017
2593,"NAWADA-HAND PUMP WATER AT COLLECTRIATE
CAMPUS",BIHAR,25,30,7.1,7.3,634,1450,2017
2594,"SAHARSA-HAND PUMP WATER NEAR SADAR
HOSPITAL",BIHAR,24,27,7,7.6,610,774,2017
2595,"SAMASTIPUR-HAND PUMP WATER
COLLEECTRIATE CAMPUS",BIHAR,21,23,7.4,7.5,583,873,2017
2596,"SITAMARHI-HAND PUMP WATER AT SHRI JANKI
MANDIR",BIHAR,24,30,7.1,7.4,304,399,2017
2597,"SIWAN-BOREWELL WATER AT COLLECTRIATE
CAMPUS",BIHAR,27,34,7.3,7.4,563,1038,2017
2598,"WELL-1 ROHTAS BOREWELL WATER FROM WATER
TANK NEAR DHARAMSHALA SASARAM",BIHAR,27,31,6.9,7.4,395,1220,2017
2599,"WELL-2 ROHTAS HANDPUMP WATER AT BUS
STAND SASARAM",BIHAR,26,31,6.8,7.5,550,1200,2017
2600,"VAISHALI TAP WATER AT RAILWAY STATION
CAMPUS HAJIPUR",BIHAR,24,30,7.3,7.4,304,339,2017
3138,"ARRAH(BHOJPUR)-BORE WELL WATER AT STATION
ROAD NEAR RAILWAY STATION",BIHAR,22,30,7.2,7.2,783,790,2017
3139,ARARIA-HANDPUMP WATER AT BUS STAND,BIHAR,27,32,7,7,675,705,2017
3140,"BETTIAH- HANDPUMP WATER AT RAILWAY
STATION",BIHAR,26,31,7.1,7.4,1580,1589,2017
3141,"BODHGAYA- HANDPUMP WATER AT NEAR LONG
LORD BUDH TEMPLE",BIHAR,25,31,6.9,7.9,541,1819,2017
3142,"BIKRAMGANJ –HANDPUMP WATER AT BUS STAND
CHAWK",BIHAR,24,30,7,7.3,400,565,2017
3143,BAGAHA- HAND PUMP WATER AT BAGAHA BAZAR,BIHAR,26,31,7,7.3,523,560,2017
3144,"BARH-HANDPUMP WATER NEAR A.N.S. COLLEGE
BARH",BIHAR,25,26,7.5,7.6,525,796,2017
3145,"DEHRI ON SONE-HAND PUMP WATER NEAR
MUFFASIL THANA MORE",BIHAR,23,25,6.8,7.3,642,785,2017
3146,"DUMRAON- BORE WELL WATER AT PANI TANKI,
BUXAR",BIHAR,22,28,7.2,7.3,820,896,2017
3147,"JAYNAGAR-HANDPUMP WATER AT RAILWAY
STATION",BIHAR,20,21,7.6,7.8,315,620,2017
3148,"JAMALPUR-HANPDUMP WATER AT POLICE
STATION",BIHAR,26,30,7.2,7.2,605,619,2017
3149,KUDRA-HANDPUMP WATER AT RAILWAY STATION,BIHAR,24,30,6.8,7.4,293,1090,2017
3150,"MANER-HANDPUMP WATER AT MAIN ROAD NEAR
KALI MANDIR",BIHAR,22,28,7.3,7.6,360,377,2017
3151,"MOHANIA-HANDPUMP WATER AT MOHANIA
GUEST HOUSE",BIHAR,26,29,7.1,7.8,416,1150,2017
3152,"NARKATIAGANJ-HANDPUMP WATER AT BUS
STAND",BIHAR,24,29,7.6,7.6,298,302,2017
3153,"PIRO-HANDPUMP WATER AT CHURCH HIGH
SCHOOL PIRO",BIHAR,23,29,6.9,7.2,515,914,2017
3154,GAYA TAPE WATER SAMPLE AT RAMKUND,BIHAR,25,31,7.2,7.3,685,1800,2017
3155,SUPUAL-HAND PUMP WATER AT BUS STAND,BIHAR,23,30,7.4,7.5,594,605,2017
3156,SAMASTIPUR-HANDPUMP WATER AT BUS STAND,BIHAR,21,23,7.6,7.7,682,1060,2017
3157,"SULTANGANJ-HANDPUMP WATER AT
SULTANGANJ CHAWK",BIHAR,30,30,7.4,7.4,305,305,2017
3158,SHERGHATI-BOREWELL WATER AT BUS STAND,BIHAR,24,30,6.8,7.2,633,1320,2017
3159,"SHAHPUR-HANDPUMP WATER AT SHAHPUR HIGH
SCHOOL",BIHAR,21,28,7.1,7.2,640,688,2017
3160,RAXAUL-HAND PUMP WATER AT BUS STAND,BIHAR,31,31,7.6,7.6,336,336,2017
3161,KATIHAR-HAND PUMP WATER AT BUS STAND,BIHAR,21,23,7.2,7.3,259,585,2017
3162,VAISHALI-HANDPUMP WATER AT VAISHALI BLOCK,BIHAR,24,34,7.2,7.4,759,794,2017
2039,"SECTOR 15, CHANDIGARH",CHANDIGARH,26,30,6.6,6.6,744,949,2017
2040,"SECTOR 22, CHANDIGARH",CHANDIGARH,26,28,6.8,7.1,647,829,2017
2043,"PALSORA VILLAGE, CHANDIGARH",CHANDIGARH,25,26,6.7,7.3,801,1171,2017
2044,"DHANAS VILLAGE, CHANDIGARH",CHANDIGARH,26,26,6.9,7.4,553,669,2017
2045,"DADU MAJRA, CHANDIGARH",CHANDIGARH,26,28,6.8,7.4,532,677,2017
1620,"AT RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,23,30,7.4,7.9,522,664,2017
1621,"AT RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,24,32,7.3,7.7,548,566,2017
1622,"AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,30,30,7.5,7.5,360,378,2017
1623,"AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,29,30,7.2,7.5,432,449,2017
3171,"HAND PUMP WATER 17/10 NEPALI MOHLLA,
SHANKAR NAGAR, HEAVY INDUSTRIAL AREA,
BHILAI, CHHATISGARH.",CHHATTISGARH,,,7.4,7.5,,,2017
3172,"BOREWELL/ HANDPUMP IN ROGBAHRI VILLAGE,
KORBA, CHHATISGARH.",CHHATTISGARH,26.1,27.7,7.2,7.2,,,2017
3173,"BOREWELL/ HANDPUMP IN PARSABHATA,
BALCO, KORBA, CHHATISGARH.",CHHATTISGARH,26.3,27.6,7.2,7.2,,,2017
3174,"BOREWELL/ HANDPUMP IN DHANRAS, NTPC,
KORBA, CHHATISGARH.",CHHATTISGARH,26.2,27.6,7.1,7.2,,,2017
2453,"VILLAGE KHANVEL, DADRA",DADRA & NAGAR HAVELI,28,28,7.3,7.3,586,586,2017
2454,"VILLAGE ATHAL, DADRA",DADRA & NAGAR HAVELI,28,28,7.4,7.4,620,620,2017
2455,"VILLAGE MASAT, DADRA",DADRA & NAGAR HAVELI,28,28,7.6,7.6,1410,1410,2017
2456,"VILLAGE PIPERIA, DADRA",DADRA & NAGAR HAVELI,28,28,7.3,7.3,1260,1260,2017
2457,"VILLAGE GALONDA, DADRA",DADRA & NAGAR HAVELI,28,28,7.5,7.5,816,816,2017
2458,"VILLAGE, DADRA",DADRA & NAGAR HAVELI,28,28,7.4,7.4,1490,1490,2017
1440,"WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN",DAMAN & DIU,28,28,7.5,7.6,610,925,2017
2448,"VILLAGE BHIMPORE, DAMAN",DAMAN & DIU,29,29,7.6,7.6,660,660,2017
2449,"VILLAGE RINGANWADA, DAMAN",DAMAN & DIU,28,28,7.5,7.5,1220,1220,2017
2450,"VILLAGE DUNETHA, DAMAN",DAMAN & DIU,29,29,7.5,7.5,568,568,2017
2451,"VILLAGE DABHEL, DAMAN",DAMAN & DIU,28,28,7.5,7.5,660,660,2017
2452,"VILLAGE KACHIGAM, DAMAN",DAMAN & DIU,28,28,7.6,7.6,972,972,2017
2277,"WELL AT VERNA INDI.ESTATE.(M/S CIPLA
LIMITED)",GOA,31.5,32,6.2,6.8,277,341,2017
2278,WELL AT SANCOALE INDL.ESTATE,GOA,29,29.9,6.2,7.1,96,128,2017
2279,"WELL AT ZUARI INDUSTRIES LTD, ZUARI NAGAR",GOA,,,,,,,2017
2280,"WELL AT KUDAI INDL. ESTATE(M/S CADILA
HEALTHCARE LIMITED)",GOA,31.5,32,6.5,6.8,277,339,2017
2281,WELL AT CORLIM INDL. ESTATE,GOA,31,31,4.4,5.8,67,82,2017
2282,"WELL AT PILERNE INDUSTRIAL ESTATE(M/S
UNICHEM )",GOA,30,34,7.6,7.6,262,291,2017
3192,BORE WELL AT PILERNE INDUSTRIAL ESTATE,GOA,30,34,7.6,7.6,262,291,2017
3193,BORE WELL AT CUNCOLIM INDUSTRIAL ESTATE,GOA,32,32,5.8,6.5,385,749,2017
3194,BORE WELL AT BETHORA INDUSTRIAL ESTATE,GOA,31,33,5.4,5.6,95,100,2017
3195,BORE WELL AT MADKAIM INDUSTRIAL ESTATE,GOA,32,33.5,5.8,5.9,66,69,2017
1555,"AT KALA AMB,",HIMACHAL PRADESH,18,18,8,8,711,1108,2017
1556,AT PAONTA SAHIB,HIMACHAL PRADESH,17,17,7.3,7.7,827,982,2017
1557,AT PARWANOO,HIMACHAL PRADESH,,,7.2,7.2,695,695,2017
1558,AT BADDI,HIMACHAL PRADESH,15.3,24.3,7.3,8.4,500,1009,2017
1559,AT BAROTIWALA,HIMACHAL PRADESH,15.4,25.5,7.3,8.2,355,1070,2017
1560,AT NALAGARH,HIMACHAL PRADESH,15.6,25.4,7.2,7.7,983,1579,2017
1561,AT DAMTA,HIMACHAL PRADESH,16,16,7.7,7.8,772,855,2017
1562,AT UNA,HIMACHAL PRADESH,17,20,7.9,8.4,523,946,2017
1872,SHIMLA D/S OF MSW DUMPING SIOT,HIMACHAL PRADESH,9,20,6.4,7.9,245,902,2017
1873,"DHARAMSHALA KANGRA D/S OF MSW DUMPING
SIOT",HIMACHAL PRADESH,13,18,6.5,6.7,409,417,2017
1874,SOLAN-D/S OF MSW DUMPING SIOT-,HIMACHAL PRADESH,,,7.5,8.9,308,664,2017
1877,BADDI INDUSTRIAL AREA,HIMACHAL PRADESH,14.3,22.5,7.3,8.5,349,973,2017
1878,BAROTIWALA INDUSTRIAL AREA,HIMACHAL PRADESH,14.8,24,7.3,8,775,1222,2017
1879,NALAGARH INDUSTRIAL AREA,HIMACHAL PRADESH,15.6,24,7.2,8,445,1579,2017
1880,KALA AMB INDUSTRIAL AREA,HIMACHAL PRADESH,19,19,7.7,7.9,784,918,2017
1881,PAONTA SAHIB INDUSTRIAL AREA,HIMACHAL PRADESH,18,18,8,8.2,718,978,2017
1882,MEHATPUR INDUSTRIAL AREA,HIMACHAL PRADESH,13,19,7.8,8.1,901,1065,2017
1883,UNA INDUSTRIAL AREA,HIMACHAL PRADESH,19,19,7.6,8.2,936,946,2017
2628,HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,19,20,6.1,8.1,446,813,2017
2630,HAND PUMP AT HAMIRPUR TOWN,HIMACHAL PRADESH,19,19,7.5,7.9,1075,1546,2017
2631,HAND PUMP AT NADAUN TOWN,HIMACHAL PRADESH,18,19,7.8,8.2,926,967,2017
2632,HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,18,24,7.3,7.9,580,1032,2017
2633,HAND PUMP AT RECONGPEO,HIMACHAL PRADESH,,,7.3,7.3,364,364,2017
2634,HAND PUMP AT SHIMLA,HIMACHAL PRADESH,13,13,7.3,8.1,253,355,2017
2635,HAND PUMP AT RAMPUR,HIMACHAL PRADESH,,,7.3,7.3,368,368,2017
2636,HAND PUMP AT KANGRA TEMPLE/ TOWN,HIMACHAL PRADESH,14,14,7.1,7.4,883,984,2017
2637,HAND PUMP AT JWALAJI TEMPLE,HIMACHAL PRADESH,13,13,7.3,8,1429,1430,2017
2638,HAND PUMP AT CHINTPURNI TEMPLE/ TOWN,HIMACHAL PRADESH,5,15,7.6,7.9,640,1337,2017
2639,"HAND PUMP AT CHAMUNDA DEVI TEMPLE/
TOWN",HIMACHAL PRADESH,16,18,7.8,8.4,116,217,2017
2640,HAND PUMP AT SANSARPUR TERRACE IA,HIMACHAL PRADESH,13,13,8.1,8.3,461,524,2017
2641,HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,14.3,14.3,7.6,7.7,317,838,2017
2642,HAND PUMP AT DALHOUSIE TOWN,HIMACHAL PRADESH,14.4,14.6,7.9,8.2,553,730,2017
2645,HAND PUMP AT NAHAN,HIMACHAL PRADESH,18,18,7.7,7.8,986,1352,2017
2646,HAND PUMP AT KALA AMB,HIMACHAL PRADESH,19,19,7.5,8,1090,1831,2017
2647,HAND PUMP AT TAHLIWAL IA,HIMACHAL PRADESH,19,19,7.8,8.3,903,927,2017
2648,HAND PUMP AT KEYLONG,HIMACHAL PRADESH,,,7.7,7.7,449,449,2017
3,"WELL AT AHMEDABAD,",GUJARAT,30,30,7.7,8,,,2017
6,"WELL AT BARODA,",GUJARAT,29,30,8.2,8.3,447,1752,2017
1226,"WELL AT NAROL, AHMEDABAD,",GUJARAT,33,33,8.1,8.5,273,458,2017
1948,BHAVNAGAR,GUJARAT,30,31,6.4,8.1,1720,1720,2017
1949,AMRELI,GUJARAT,29,33,8,8,1510,1530,2017
1950,JUNAGADH,GUJARAT,24,25,7.6,7.7,1180,1220,2017
1951,RAJKOT,GUJARAT,26,27,7.4,7.7,855,1160,2017
1952,SURENDRANAGAR,GUJARAT,25,26,7.2,8.4,785,3120,2017
1953,JAMNAGAR,GUJARAT,28,29,7.9,7.9,850,900,2017
1954,BHUJ,GUJARAT,29,29,7.7,8.5,3110,3150,2017
1955,PALANPUR,GUJARAT,28,28,7.6,7.6,1441,1520,2017
1956,MEHASANA,GUJARAT,26,29,7.2,8.3,2209,2323,2017
1957,SIDDHPUR (DIST.PATAN),GUJARAT,30,37,7.7,7.7,1420,1838,2017
1958,HIMATNAGAR,GUJARAT,27,27,8,8.2,657,703,2017
1959,NADIAD,GUJARAT,31,31,7.7,8.2,1700,1864,2017
1960,DAHOD,GUJARAT,30,30,7.7,7.9,8,905,2017
1961,GODHARA,GUJARAT,30,30,7.4,7.7,662,1018,2017
1962,VADODARA (INDUSTRIAL-NANDESARI),GUJARAT,28,29,7.5,7.5,2840,3380,2017
1964,PANDESARA (INDSTRIAL) SURAT,GUJARAT,,,,,,,2017
1965,"MORA-HAJIRA (INDUSTRIAL), HAJIRA",GUJARAT,28,35,8.3,8.4,2994,3094,2017
1966,"GABHENI VILLAGE, SURAT (INDUSTRIAL)",GUJARAT,29,35,8,8.2,808,1295,2017
