Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year
4377,"BOREWELL AT IMITATION
JEWELLARY PARK,
MACHILIPTNAM",ANDHRA PRADESH,26,26,7.9,8.5,1770,5590,2019
4380,"BOREWELL WATER , SRI
VENKATESWARA SWAMY
TEMPLE, VENKATAPALEM (V),
TULLUR (M)",ANDHRA PRADESH,21,22,7.1,7.5,782,972,2019
4382,"BOREWELL WATER POLICE
STATION, AUTONAGAR,
PEDAKAKANI, GUNTUR",ANDHRA PRADESH,21,21,7.5,7.5,3800,3800,2019
4384,"BOREWELL IN FRONT OF M/S
BHAGEERADHA CHEMICALS &
INDUSTRIES LTD,",ANDHRA PRADESH,24,30,7.4,8.2,6320,10000,2019
,"CHERUVUKOMMUPALEM (V)
ONGOLE (M)",,,,,,,,2019
4392,"BOREWELL NEAR SRI
GOVINDARAJA SWAMY TEMPLE,
TIRUPATI TOWN",ANDHRA PRADESH,28,36,6.5,6.9,1230,1280,2019
4393,"CLOSED MSW DUMPSITE,
UKKAYAPALLI (V), KADAPA (M)",ANDHRA PRADESH,24,26,7.2,7.4,2870,3230,2019
4394,"BOREWELL AT APLLC OFFICE
INDUSTRIAL ESTATE GROWTH
CENTRE, THUMAKUNTA,
HINDUPUR (M)",ANDHRA PRADESH,25,26,6.4,7,2370,3470,2019
4395,"BOREWELL AT APLLC OFFICE
INDUSTRIAL ESTATE,
ANANTAPURAM (M)",ANDHRA PRADESH,21,25,6.7,7.2,2240,2820,2019
1533,"GROUND WATER AT DIGBOI,
TINSUKIA DISTT., ASSAM",ASSAM,19,26,6.5,6.8,145,452,2019
1534,"GROUND WATER AT KARBI
ANGLONG DISTT., ASSAM",ASSAM,21,26,6.6,7,60,97,2019
1535,"GROUND WATER AT SIBSAGAR
GOVT ME SCHOOL WARD 6, RED
CROSS ROAD , ASSAM",ASSAM,23,25,7.1,7.6,213,290,2019
1536,"GROUND WATER NEAR BPMS
H.S. SCHOOL SONARI TOWN DIST
CHARAIDEO",ASSAM,24,30,7.2,7.9,233,296,2019
1537,"GROUND WATER AT (JORHAT,
ASSAM)",ASSAM,25,25,7,7.5,130,237,2019
1538,"GROUND WATER AT SILCHAR,
ASSAM",ASSAM,23,24,6.3,6.4,96,116,2019
1539,"GROUND WATER AT BARPETA,
ASSAM",ASSAM,26,27,7.2,7.5,278,578,2019
1540,"GROUND WATER AT
BONAIGAON, ASSAM",ASSAM,26,28,7.2,7.3,104,110,2019
1541,"GROUND WATER AT NOONMATI
GUWAHATI, ASSAM",ASSAM,22,29,7.1,7.2,187,445,2019
1542,"GROUND WATER AT SIJUBARI
MAZAR, NATBOMA HATIGAON",ASSAM,25,26,7,7.1,44,49,2019
2243,"GROUND WATER FROM LEDO,
MARGHERITA, ASSAM",ASSAM,18,26,5.4,6.6,214,221,2019
2244,"GROUND WATER FROM NAZIRA,
ASSAM",ASSAM,25,30,7.3,7.6,245,283,2019
2245,"GROUND WATER FROM
NUMALIGARH (NEAR NRL TE
LABOR COLONY), ASSAM",ASSAM,24,27,5.4,6.6,116,140,2019
2246,"GROUND WATER FROM
SEMENCHAPARI, ASSAM",ASSAM,18,24,7,7.2,109,144,2019
2247,"GROUND WATER FROM
SILAPATHAR, ASSAM",ASSAM,18,24,6.8,6.9,23,191,2019
2248,"GROUND WATER FROM
LAKHIMPUR TOWN, ASSAM",ASSAM,28,30,7,7.1,135,140,2019
2249,"GROUND WATER FROM TEZPUR
(MISSION CHARIALI), ASSAM",ASSAM,26,27,6.7,7.2,137,268,2019
2250,"GROUND WATER FROM
NAGAON (PANIGAON), ASSAM",ASSAM,24,29,7.1,7.3,164,364,2019
2251,"GROUND WATER FROM
JAGIROAD NEAR HPC EFFLUENT
DISCHARGE POINT, ASSAM",ASSAM,27,29,6.3,6.3,40,919,2019
2252,"GROUND WATER NEAR MSW
DUMPING SITE AT GARCHUK-GUWAHATI, ASSAM",ASSAM,25,26,6.9,7.2,162,170,2019
2253,"GROUND WATER FROM
NALBARI, ASSAM",ASSAM,26,29,6.8,7.8,171,301,2019
2254,"GROUND WATER FROM
BARPETA ROAD(RLY STATION),
ASSAM",ASSAM,28,28,7,7.6,264,364,2019
2255,"GROUND WATER NEAR BPRL,
DHALIGAON, ASSAM",ASSAM,23,28,7.2,7.3,96,99,2019
2256,"GROUND WATER FROM
KOKRAJHAR DISTRICT (HS
SCHOOL ), ASSAM",ASSAM,26,29,6.5,7.1,168,268,2019
2257,"GROUND WATER FROM DHUBRI
DISTRICT (COLLEGE NAGAR ),
ASSAM",ASSAM,28,30,7,7,180,280,2019
2258,"GROUND WATER FROM
GOALPARA DIST. (GOALPARA
COLLEGE ), ASSAM",ASSAM,25,29,7,7.7,201,299,2019
2259,"GROUND WATER FROM DIPHU
(GOVT. COLLEGE), ASSAM",ASSAM,20,27,7.2,8.1,56,739,2019
2260,"GROUND WATER FROM
HAMREN, ASSAM",ASSAM,23,24,5.8,6.2,90,152,2019
2261,"GROUND WATER FROM
HAFLONG, ASSAM",ASSAM,20,21,6.7,7.2,116,126,2019
2262,"GROUND WATER FROM
KARIMGANJ (COLLEGE), ASSAM",ASSAM,23,23,6.1,7.2,102,112,2019
2263,"GROUND WATER FROM
HIALAKANDI (NEAR ASTC BUS
STAND ), ASSAM",ASSAM,23,24,6.4,6.4,186,196,2019
2264,"GROUND WATER IN
PANCHGRAM MARKET NEAR
CACHAR PAPER MILL, ASSAM",ASSAM,23,24,6.3,6.4,142,148,2019
3761,"GROUND WATER FROM
BISWANATH CHARIALI TOWN",ASSAM,28,32,7,7.3,149,151,2019
3762,"GROUND WATER NEAR
MUNICIPAL WASTE PROCESSING
FACILITY, MORABHARLI, TEZPUR",ASSAM,26,28,7.1,7.7,42,345,2019
3766,"GROUND WATER FROM
MANGALDOI TOWN",ASSAM,26,27,6.8,7.5,68,503,2019
3770,"GROUND WATER NEAR GARMUR
RECREATION GROUND, JORHAT",ASSAM,25,28,7.1,7.5,235,237,2019
3771,"GROUND WATER FROM TITABAR
URBAN WATER SUPPLY, TITABAR",ASSAM,24,28,7.3,7.7,276,285,2019
3779,"GROUND WATER FROM
GARMUR, MAJULI",ASSAM,24,27,6.9,7.6,207,210,2019
3790,"GROUND WATER NEAR
GOGAMUKH PUBLIC WATER
SUPPLY SCHEME, GOGAMUKH,
DHEMAJI",ASSAM,18,18,8.1,8.1,202,202,2019
3793,"TUBE WELL AT R/O SRI
TANKESWAR DAS, RUPJYOTI
COLONY (NAGABALI)
MUNICIPALITY DUMPING SITE,
GOLAGHAT",ASSAM,26,26,6.7,6.8,150,452,2019
3794,"TUBE WELL AT R/O SRI ANIL
BAORA AT BOSAGAON NEAR BY
THE ATHKHALIA, NAMGHAR, PO:
PULIKAITONI",ASSAM,24,26,6.9,7.2,53,149,2019
3795,"TUBE WELL OF WOKHA
GORONGA GIRLS ME SCHOOL,
GOROUNGA TINIALI, FURKATING",ASSAM,24,26,7.2,7.4,46,53,2019
3801,"GROUND WATER FROM
MEHEPUR TRENCHING GROUND,
MEHERPUR, CACHAR",ASSAM,23,24,6.4,6.6,322,336,2019
3802,"GROUND WATER FROM
MEHEPUR NEAR A CLUSTER OF
NURSING HOME & DIAGNOSTIC
CENTRE, MEHERPUR, CACHAR",ASSAM,23,24,6.7,6.8,310,316,2019
3805,"GROUND WATER NEAR
BADARPUR INDUSTRIAL AREA AT
BADARPUR GHAT, KARIMGANJ",ASSAM,23,23,6.1,6.5,136,138,2019
3813,"GROUND WATER FROM BONDA,
GUWAHATI",ASSAM,22,30,7.1,7.2,241,441,2019
3815,"GROUND WATER FROM
KHANAPARA, GUWAHATI",ASSAM,25,27,6.8,7.5,61,534,2019
3816,"GROUND WATER FROM
BASISTHA, GUWAHATI",ASSAM,24,26,6.9,7.5,60,527,2019
3817,"GROUND WATER FROM
KAHILIPARA, GUWAHATI",ASSAM,24,25,7.1,7.9,195,404,2019
3818,"GROUND WATER FROM
MALIGAON, GUWAHATI",ASSAM,25,26,7.2,7.3,55,289,2019
4001,"GROUND WATER FROM
PANJABARI",ASSAM,25,27,7.5,7.9,34,318,2019
4002,"GROUND WATER FROM
SANTIPUR",ASSAM,25,26,6.8,7.3,35,193,2019
4003,"GROUND WATER FROM TEZPUR
COLLEGIATE HIGH SCHOOL",ASSAM,26,26,7.2,7.2,86,86,2019
4007,"GROUND WATER FROM
LAKWAH",ASSAM,24,24,7.2,7.2,269,269,2019
4008,GROUND WATER FROM GELEKY,ASSAM,24,24,7.5,7.5,203,203,2019
4303,"GROUND WATER FROM
SATGAON",ASSAM,24,27,7.7,7.8,34,317,2019
4327,"GROUND WATER FROM
RAILWAY STATION ROAD,
ROWTA",ASSAM,28,28,6.9,6.9,404,404,2019
4328,"GROUND WATER BESIDE MSW
DUMPING SITE, DHEKIAJULI",ASSAM,27,27,6.5,6.5,207,207,2019
4330,"GROUND WATER NEAR
PANGRAM STONE CRASHER
CLUSTER",ASSAM,24,24,6.5,6.5,102,102,2019
4333,"GROUND WATER FROM DEMOW
WATER SUPPLY DEMOW TOWN",ASSAM,28,28,7.4,7.4,240,240,2019
4335,"GROUND WATER FROM
AMGURI, AMGURI TOWN",ASSAM,27,27,7,7,144,144,2019
4338,"GROUND WATER FORM TENGA
PUKHURI KUKURACHOWA
WATER SUPPLY TENGA PUKHURI",ASSAM,25,25,7.3,7.3,148,148,2019
4339,"GROUND WATER NEAR NAGAON
TOWN PIPE WATER SUPPLY
SCHEME(Z-111), NAGAON",ASSAM,32,32,7.3,7.3,88,88,2019
4340,"GROUND WATER FROM
NAGAON COLLEGE, NAGAON",ASSAM,30,30,7.3,7.3,306,306,2019
1825,"BORE WELL WATER AT KATRA
BAZAR WATER TANK,
MALSALAMI, PATNA",BIHAR,26,32,7.3,7.4,527,694,2019
1826,"BORE WELL WATER AT BHUT
NATH ROAD WATER TANK SEC-3,
KANKARBAGH,PATNA",BIHAR,25,30,7.2,7.4,478,573,2019
1827,"GROUND WATER FROM TAP
WATER COMING FROM OVER
HEAD TANK PMCH CAMPUS,
PATNA",BIHAR,26,27,7.1,7.4,517,667,2019
1828,"BORE WELL WATER IN CAMPUS
OF PATNA WATER BOARD HEAD
OFFICE, NEAR HIGH COURT,
PATNA",BIHAR,26,27,7.1,7.4,544,693,2019
1829,"BORE WELL WATER FROM IGIMS
CAMPUS, PATNA",BIHAR,26,27,7.2,7.3,520,528,2019
1830,"BORE WELL WATER (PHED PUMP
HOUSE) SADAR HOSPITAL
CAMPUS, MUZAFFARPUR",BIHAR,27,27,7.7,7.7,651,651,2019
1831,"BORE WELL WATER MMC PUMP
HOUSE BRAHMPURA NAKA,
MUZAFFARPUR",BIHAR,27,27,7.6,7.6,641,641,2019
1832,"GROUND WATER NEAR TAP
WATER IN CAMPUS OF KALI
ASTHAN, BEGUSARAI",BIHAR,28,28,7.5,7.5,673,673,2019
1833,"GROUND WATER NEAR TAP
WATER IN CAMPUS OF S.P
OFFICE, POKHARIA, BEGUSARAI",BIHAR,19,19,7.4,7.4,667,667,2019
1834,"HAND PUMP WATER NEAR
GOVT. HOSPITAL, PURNEA",BIHAR,27,27,7.4,7.4,682,682,2019
1835,"HAND PUMP WATER NEAR
COURT LOWER COURT, PURNEA",BIHAR,27,27,7.1,7.1,337,337,2019
1836,"HAND PUMP WATER NEAR BUS
STAND TILKS MANJHI CHOWK,
BEGUSARAI",BIHAR,15,15,7.4,7.4,882,882,2019
1837,"GROUND WATER FROM
BEGUSARAI",BIHAR,15,15,7.2,7.2,370,370,2019
1838,"GROUND WATER FROM TAP
WATER NEAR VEER KUWAR
SINGH CHOWK, MUNGER",BIHAR,21,21,7.4,7.4,1480,1480,2019
1839,"HAND PUMP WATER IN CAMPUS
OF KASTURBA WATER WORKS,
MUNGER",BIHAR,18,18,7.3,7.3,1810,1810,2019
1840,"TAP WATER PHED PUMP HOUSE
MAIN ROAD, MOTIHARI",BIHAR,16,16,7.4,7.4,740,740,2019
2594,"GROUND WATER FROM
SAHARSA",BIHAR,30,30,7.1,7.1,314,314,2019
2595,"GROUND WATER FROM
SAMASTIPUR",BIHAR,32,32,7.9,7.9,1240,1240,2019
2596,"GROUND WATER FROM
SITAMARHI",BIHAR,27,27,8,8,361,361,2019
2598,WELL-1 ROHTAS,BIHAR,25,25,7.6,7.6,1560,1560,2019
2599,WELL-2 ROHTAS,BIHAR,25,25,7.6,7.6,1540,1540,2019
2600,"GROUND WATER FROM
VAISHALI",BIHAR,26,26,7.2,7.2,1060,1060,2019
3140,GROUND WATER FROM BETTIAH,BIHAR,25,25,8,8,442,442,2019
3142,"GROUND WATER FROM
BIKRAMGANJ",BIHAR,24,24,7.9,7.9,696,696,2019
3143,GROUND WATER FROM BAGAHA,BIHAR,27,27,7.6,7.6,584,584,2019
3144,GROUND WATER FROM BARH,BIHAR,22,22,7.2,7.2,1090,1090,2019
3147,"GROUND WATER FROM
JAYNAGAR",BIHAR,21,21,7.5,7.5,596,596,2019
3148,"GROUND WATER FROM
JAMALPUR",BIHAR,16,16,7.3,7.3,1120,1120,2019
3149,GROUND WATER FROM KUDRA,BIHAR,25,25,7.6,7.6,1090,1090,2019
3150,GROUND WATER FROM MANER,BIHAR,21,21,7.5,7.5,1120,1120,2019
3151,"GROUND WATER FROM
MOHANIA",BIHAR,24,24,7.4,7.4,1940,1940,2019
3152,"GROUND WATER FROM
NARKATIAGANJ",BIHAR,27,27,7.8,7.8,303,303,2019
3153,GROUND WATER FROM PIRO,BIHAR,23,23,8,8,519,519,2019
3155,GROUND WATER FROM SUPUAL,BIHAR,24,24,7.5,7.5,509,509,2019
3156,"GROUND WATER FROM
SAMASTIPUR",BIHAR,32,32,7.9,7.9,1690,1690,2019
3157,"GROUND WATER FROM
SULTANGANJ",BIHAR,16,16,7.1,7.1,1480,1480,2019
3159,"GROUND WATER FROM
SHAHPUR",BIHAR,24,24,7.3,7.3,2150,2150,2019
3160,GROUND WATER FROM RAXAUL,BIHAR,25,25,8,8,362,362,2019
3162,"GROUND WATER FROM
VAISHALI",BIHAR,26,26,7.4,7.4,861,861,2019
2039,"GROUND WATER FROM SECTOR
15, CHANDIGARH",CHANDIGARH,22,24,7.4,7.4,759,1403,2019
2040,"GROUND WATER FROM SECTOR
22, CHANDIGARH",CHANDIGARH,21.5,24.5,7.2,7.3,639,666,2019
2041,"GROUND WATER FROM SECTOR
34, CHANDIGARH",CHANDIGARH,22,25,7.2,7.2,913,1009,2019
2042,"GROUND WATER FROM SECTOR
47, CHANDIGARH",CHANDIGARH,22,24.5,7.1,7.2,732,751,2019
2043,"GROUND WATER FROM
PALSORA VILLAGE, CHANDIGARH",CHANDIGARH,22,24,7.4,7.4,1156,1187,2019
2044,"GROUND WATER FROM DHANAS
VILLAGE, CHANDIGARH",CHANDIGARH,22,24,7.2,7.4,635,788,2019
2045,"GROUND WATER FROM DADU
MAJRA, CHANDIGARH",CHANDIGARH,21.5,24,7.3,7.4,842,865,2019
1621,"GROUND WATER AT RAIPUR
REGION, CHHATISGARH.",CHHATTISGARH,23,25,7.7,7.8,256,378,2019
1622,"GROUND WATER AT BILASPUR
REGION, CHHATISGARH.",CHHATTISGARH,29,34,7.5,7.6,364,448,2019
1623,"GROUND WATER AT BILASPUR
REGION, CHHATISGARH.",CHHATTISGARH,30,30,7.7,7.7,481,481,2019
3171,"HAND PUMP WATER 17/10
NEPALI MOHLLA, SHANKAR
NAGAR, HEAVY INDUSTRIAL
AREA, BHILAI, CHHATISGARH.",CHHATTISGARH,22,28,7.4,7.5,,,2019
3172,"BOREWELL/ HANDPUMP IN
ROGBAHRI VILLAGE, KORBA,
CHHATISGARH.",CHHATTISGARH,25.9,26,7.1,7.1,,,2019
3173,"BOREWELL/ HANDPUMP IN
PARSABHATA, BALCO, KORBA,
CHHATISGARH.",CHHATTISGARH,25.9,26.2,7.1,7.1,,,2019
3174,"BOREWELL/ HANDPUMP IN
DHANRAS, NTPC, KORBA,
CHHATISGARH.",CHHATTISGARH,26.1,26.3,7.1,7.2,,,2019
3477,"WELL AT ALIPUR, DELHI",DELHI,,,7.1,7.1,3390,3810,2019
3479,"WELL AT AURBINDO MARG,
DELHI",DELHI,,,6.9,7,1384,3060,2019
3480,"WELL AT BAWANA, DELHI",DELHI,,,7.1,7.1,1001,1040,2019
3483,"WELL AT BURARI, DELHI",DELHI,,,6.9,7.2,1580,1820,2019
3485,"WELL AT DEFENCE COLONY,
DELHI",DELHI,,,7.1,7.1,1410,2100,2019
3488,"WELL AT DILSHAD GARDEN,
DELHI",DELHI,,,7,7,1750,2158,2019
3489,"WELL AT DWARKA, DELHI",DELHI,,,6.9,7.4,1440,2681,2019
3490,"WELL AT FATEH PUR BERI, DELHI",DELHI,,,6.9,7,748,871,2019
3492,"WELL AT GAJIPUR, DELHI",DELHI,,,6.8,7,1980,2501,2019
3493,"WELL AT GANDHI NAGAR, DELHI",DELHI,,,6.9,7.1,912,1649,2019
3494,"WELL AT HAIDERPUR, DELHI",DELHI,,,7.4,7.6,810,825,2019
3496,"WELL AT ISBT, DELHI",DELHI,,,7,7,939,1100,2019
3498,"WELL AT KALKA JI, DELHI",DELHI,,,7.1,7.2,1010,1130,2019
3500,"WELL AT KAMLA NAGAR, DELHI",DELHI,,,7.1,7.2,1420,1830,2019
3503,"WELL AT KAROL BAGH, DELHI",DELHI,,,6.9,7.1,842,3270,2019
3514,"WELL AT MATIALA, DELHI",DELHI,,,6.8,6.8,4410,9690,2019
3515,"WELL AT MAYA PURI, DELHI",DELHI,,,6.5,6.5,1261,1261,2019
3516,"WELL AT MAYUR VIHAR, DELHI",DELHI,,,7.1,7.3,1070,1766,2019
3517,"WELL AT NAJAFGARH, DELHI",DELHI,,,7.1,7.7,294,2720,2019
3518,"WELL AT NARAINA INDL AREA,
DELHI",DELHI,,,6.4,6.7,3670,14640,2019
3520,"WELL AT OKHLA, DELHI",DELHI,,,6.9,7,1140,1380,2019
3523,"WELL AT PARIVESH BHAWAN,
DELHI",DELHI,,,6.9,6.9,2830,3150,2019
3524,"WELL AT PASCHIM VIHAR, DELHI",DELHI,,,7.2,7.4,1230,8620,2019
3525,"WELL AT PATEL NAGAR, DELHI",DELHI,,,7.1,7.1,1442,1442,2019
3526,"WELL AT PATPAR GANJ, DELHI",DELHI,,,6.9,7.3,2470,7010,2019
3527,"WELL AT PATPARGANJ INDL
AREA, DELHI",DELHI,,,7.1,7.3,2162,3460,2019
3528,"WELL AT PEERAGARHI, DELHI",DELHI,,,7.4,7.4,992,992,2019
3529,"WELL AT PILANJI, DELHI",DELHI,,,6.9,6.9,1406,1720,2019
3530,"WELL AT PRIYA ENCLAVE, DELHI",DELHI,,,7.1,7.2,1327,1760,2019
3531,"WELL AT QUTAB GARH, DELHI",DELHI,,,6.8,7,5690,6910,2019
3532,"WELL AT RAJENDER NAGAR,
DELHI",DELHI,,,6.7,6.9,927,981,2019
3533,"WELL AT RAJPURA ROAD, DELHI",DELHI,,,7.1,7.2,704,779,2019
3534,"WELL AT RASHTRAPATI
BHAWAN, DELHI",DELHI,,,6.9,7.1,1470,1612,2019
3535,"WELL AT ROHINI, DELHI",DELHI,,,7.4,7.6,786,814,2019
3536,"WELL AT SAKET, DELHI",DELHI,,,6.9,7.2,1180,1221,2019
3537,"WELL AT SHAHDARA, DELHI",DELHI,,,7.1,7.1,1390,2659,2019
3538,"WELL AT SINGHU BORDER, DELHI",DELHI,,,7.2,7.4,1790,2140,2019
3539,"WELL AT SINGOLA, DELHI",DELHI,,,7.4,7.4,870,1960,2019
3540,"WELL AT SULTANPURI, DELHI",DELHI,,,6.8,7.2,3760,5320,2019
3541,"WELL AT TIKRI KALAN , DELHI",DELHI,,,6.8,6.9,246,12250,2019
3542,"WELL AT TILAK NAGAR, DELHI",DELHI,,,6.8,7.1,1596,3400,2019
3543,"WELL AT TRILOKPURI, DELHI",DELHI,,,7.1,7.5,1248,1660,2019
3544,"WELL AT UJWAH, DELHI",DELHI,,,7.1,7.3,964,5160,2019
3545,"WELL AT VASANT KUNJ, DELHI",DELHI,,,7,7,881,1342,2019
3546,WELL AT VASANT VIHAR,DELHI,,,6.9,6.9,760,1417,2019
1440,"WELL AT SOMNATH INDUSTRIAL
ESTATE, DAMAN",DAMAN & DIU,29,32,7.5,7.8,578,834,2019
2448,"GROUND WATER FROM VILLAGE
BHIMPORE, DAMAN",DAMAN & DIU,28,32,7.3,8,1010,1479,2019
2449,"WELL AT VILLAGE
RINGANWADA, DAMAN",DAMAN & DIU,29,33,7.3,8.1,866,1940,2019
2450,"WELL AT VILLAGE DUNETHA,
DAMAN",DAMAN & DIU,28,32,7.2,7.9,528,763,2019
2451,"WELL AT VILLAGE DABHEL,
DAMAN",DAMAN & DIU,28,33,7,7.9,575,1050,2019
2452,"WELL AT VILLAGE KACHIGAM,
DAMAN",DAMAN & DIU,28,32,7.3,8.1,567,931,2019
2453,"WELL AT VILLAGE KHANVEL,
DADRA",DADRA & NAGAR HAVELI,29,32,6.4,6.9,388,838,2019
2454,"WELL AT VILLAGE ATHAL, DADRA",DADRA & NAGAR HAVELI,29,33,7.2,7.3,538,655,2019
2455,"WELL AT VILLAGE MASAT,
DADRA",DADRA & NAGAR HAVELI,28,32,7,7.1,1410,1775,2019
2456,"WELL AT VILLAGE PIPERIA,
DADRA",DADRA & NAGAR HAVELI,29,32,7.1,7.5,1860,3270,2019
2457,"WELL AT VILLAGE GALONDA,
DADRA",DADRA & NAGAR HAVELI,28,33,7,7.5,489,1056,2019
2458,"WELL AT VILLAGE, DADRA",DADRA & NAGAR HAVELI,28,33,6.9,7.5,3080,5010,2019
2277,"WELL AT VERNA
INDI.ESTATE.(M/S CIPLA
LIMITED)",GOA,29,29,7.1,7.1,223,223,2019
2278,WELL AT SANCOALE INDL.ESTATE,GOA,29,29,7.1,7.1,68,68,2019
2279,"WELL AT ZUARI INDUSTRIES LTD,
ZUARI NAGAR",GOA,29,29,6.3,6.3,307,307,2019
2280,"WELL AT KUDAI INDL.
ESTATE(M/S CADILA
HEALTHCARE LIMITED)",GOA,,,6.5,6.5,238,238,2019
2281,WELL AT CORLIM INDL. ESTATE,GOA,,,6.5,6.5,98,98,2019
2282,"WELL AT PILERNE INDUSTRIAL
ESTATE(M/S UNICHEM )",GOA,29,29,7.3,7.3,245,245,2019
3193,"BORE WELL AT CUNCOLIM
INDUSTRIAL ESTATE",GOA,31,31,7,7,41,41,2019
3194,"BORE WELL AT BETHORA
INDUSTRIAL ESTATE",GOA,29,29,6.5,6.5,120,120,2019
3,WELL AT AHMEDABAD,GUJARAT,29,30,7.4,7.6,1329,1372,2019
6,WELL AT BARODA,GUJARAT,28,29,7.2,7.9,1291,1511,2019
1948,"GROUND WATER AT
BHAVNAGAR",GUJARAT,29,29,8,8.1,1380,1410,2019
1949,GROUND WATER AT AMRELI,GUJARAT,28,29,7.9,8,1470,1470,2019
1950,GROUND WATER AT JUNAGADH,GUJARAT,23,23,7.6,7.6,1469,1469,2019
1951,GROUND WATER AT RAJKOT,GUJARAT,26,26,7.5,7.5,1240,1240,2019
1953,GROUND WATER AT JAMNAGAR,GUJARAT,28,30,7.3,7.7,910,1020,2019
1954,GROUND WATER AT BHUJ,GUJARAT,32,35,7.2,7.4,2680,4130,2019
1955,GROUND WATER AT PALANPUR,GUJARAT,27,30,7.3,7.6,1332,1516,2019
1956,GROUND WATER AT MEHASANA,GUJARAT,31,31,7.6,8,355,3118,2019
1957,"GROUND WATER AT SIDDHPUR
(DIST.PATAN)",GUJARAT,28,29,7.8,7.8,1751,1858,2019
1958,"GROUND WATER AT
HIMATNAGAR",GUJARAT,27,27,7.8,7.8,826,826,2019
1959,GROUND WATER AT NADIAD,GUJARAT,30,30,7.7,7.7,1859,1859,2019
