Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year
1877,"GROUND WATER AT BADDI
INDUSTRIAL AREA",HIMACHAL PRADESH,23,28,7.9,8.1,491,632,2021
1559,"GROUND WATER AT
BAROTIWALA",HIMACHAL PRADESH,24,24,8.1,8.1,591,591,2021
1878,"GROUND WATER AT
BAROTIWALA INDUSTRIAL AREA",HIMACHAL PRADESH,23,25,7.5,8.1,529,599,2021
1561,GROUND WATER AT DAMTAL,HIMACHAL PRADESH,19,19,6.7,7.3,354,714,2021
1873,"GROUND WATER AT
DHARAMSHALA KANGRA D/S OF
MSW DUMPING SITE",HIMACHAL PRADESH,14,18,6.9,7.4,287,370,2021
1882,"GROUND WATER AT MEHATPUR
INDUSTRIAL AREA",HIMACHAL PRADESH,22,23.5,6.8,7.3,628,661,2021
1560,GROUND WATER AT NALAGARH,HIMACHAL PRADESH,23,23,8.2,8.2,981,981,2021
1879,"GROUND WATER AT NALAGARH
INDUSTRIAL AREA",HIMACHAL PRADESH,24,24,7.9,7.9,660,660,2021
1881,"GROUND WATER AT PAONTA
SAHIB INDUSTRIAL AREA",HIMACHAL PRADESH,22,24,7.7,7.9,252,593,2021
1876,"GROUND WATER AT
PARWANOO INDUSTRIAL AREA",HIMACHAL PRADESH,13,18,7.9,7.9,322,682,2021
1872,"GROUND WATER AT SHIMLA D/S
OF MSW DUMPING SITE",HIMACHAL PRADESH,9,14,7.4,7.8,5880,7259,2021
1874,"GROUND WATER AT SOLAN-D/S
OF MSW DUMPING SITE
SALOGRA",HIMACHAL PRADESH,19,19,8.1,8.4,348,783,2021
1883,"GROUND WATER AT UNA
INDUSTRIAL AREA",HIMACHAL PRADESH,23.5,27,7.5,7.6,543,642,2021
4483,"GROUND WATER SUPPLY
SCHEME (MC UNA)",HIMACHAL PRADESH,24,26,7.1,7.5,413,513,2021
2632,"HAND PUMP AT BILASPUR
TOWN",HIMACHAL PRADESH,18,20,7.3,7.6,563,806,2021
2641,HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,11,14,7.1,7.4,469,682,2021
2639,"HAND PUMP AT CHAMUNDA
DEVI TEMPLE/ TOWN",HIMACHAL PRADESH,18,18,6.9,8,148,223,2021
2638,"HAND PUMP AT CHINTPURNI
TEMPLE/ TOWN",HIMACHAL PRADESH,22,22,7.4,7.4,362,362,2021
2637,"HAND PUMP AT JWALAJI
TEMPLE",HIMACHAL PRADESH,19,19,6.8,7.2,559,614,2021
2648,HAND PUMP AT KEYLONG,HIMACHAL PRADESH,9,9,7.7,7.7,305,305,2021
2629,HAND PUMP AT MANDI TOWN,HIMACHAL PRADESH,20,24,7.4,8,344,504,2021
2628,HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,21,21,7.3,7.3,342,342,2021
2647,HAND PUMP AT TAHLIWAL IA,HIMACHAL PRADESH,25,25,7.7,7.7,482,539,2021
4456,"HANDPUMP AT VILLAGE MUGIA
NEAR SHIV TEMPLE",HIMACHAL PRADESH,12,15,6.4,7.1,316,422,2021
4478,"INFTING WATER SUPLY SCHEME
SAMSHI, NEAR SABJI MANDI
BHUNTAR, TEHSIL KULLU, DISTT
KULLU",HIMACHAL PRADESH,11,18,7.1,7.6,214,270,2021
4467,"LIFT WATER SUPPLY SCHEME
FOR DHARAMSHALA TOWN,
NEAR HOTEL DHAULADHAR
HEIGHTS DARI, DHARAMSHALA",HIMACHAL PRADESH,16,16,7.1,7.4,209,526,2021
4468,"WATER SUPPLY SCHEME DARI,
MELA GROUND DARI,
DHARAMSHALA",HIMACHAL PRADESH,15,15,6.9,7,164,212,2021
4472,"WATER SUPPLY SCHEME
NAGROTA TOWN, NEAR POLICE
STATION, NAGROTA BAGWAN",HIMACHAL PRADESH,19,19,6.7,6.9,164,208,2021
1558,WELL AT BADDI,HIMACHAL PRADESH,24,24,8.1,8.1,1150,1150,2021
1556,WELL AT PAONTA SAHIB,HIMACHAL PRADESH,23,24,6.9,7.9,534,701,2021
1557,WELL AT PARWANOO,HIMACHAL PRADESH,15,19,8,9.1,678,720,2021
1562,WELL AT UNA,HIMACHAL PRADESH,24,26.5,7.2,7.9,378,509,2021
4068,"BABA TALAB (ANCIENT POND)
AT MISHRIWALA (WETLAND)",JAMMU & KASHMIR,24,24,8,8,340,340,2021
4072,"BOREWELL IN SMAILPUR NEAR
CHRISTIAN HOSPITAL",JAMMU & KASHMIR,23,23,7.4,7.4,360,360,2021
4065,"BOREWELL NEAR INDUSTRIAL
AREA BARI-BRAHMNA",JAMMU & KASHMIR,24,24,7.7,7.7,348,348,2021
4064,"BOREWELL NEAR INDUSTRIAL
AREA GANGYAL",JAMMU & KASHMIR,22,22,7.6,7.6,334,334,2021
4066,"BOREWELL NEAR INDUSTRIAL
AREA SAMBA",JAMMU & KASHMIR,18,18,7.3,7.3,496,496,2021
4073,"BOREWELL NEAR MAIN CHOWK,
SMAILPUR",JAMMU & KASHMIR,23,23,7.9,7.9,420,420,2021
2759,"DUGWELL AT
GAGHWAL(KATHUA DISTT)",JAMMU & KASHMIR,20,20,6.9,6.9,600,600,2021
2760,"MALADHAR TALAB(POND)HATLI
(KATHUA)",JAMMU & KASHMIR,24,24,7.5,7.5,340,340,2021
2762,"R.S. PURA TEHSIL, JAMMU",JAMMU & KASHMIR,21,21,8.3,8.3,560,560,2021
2761,"TUBE WELL KATHUA SICOP
INDUSTRIAL AREA KATHUA",JAMMU & KASHMIR,22,22,7.3,7.3,475,475,2021
4492,"HAND PUMP NEAR GARBAGE
DUMP, RAKSHIBANDH DUMKA",JHARKHAND,16,35,7.4,8.2,240,260,2021
4493,HOLY POND AT VILLAGE SIKATIA,JHARKHAND,15,34,7.5,7.6,260,292,2021
3564,"BOREWELL WATER NEAR
MANGALIJYOTHI SCHOOL MSW
SITE VAMMANJOOR",KARNATAKA,27,28,6.7,7.3,138,179,2021
19,"WELL AT ALWAYE, KERALA",KERALA,21,28,5.9,7.8,185,211,2021
2323,"WELL AT BRAHMAPURAM
M.S.W. DUMPARK
(ERNAKULAM)",KERALA,27,30,6.1,6.4,164,198,2021
2316,"WELL AT CHELLORA TRENCHING
GROUND (KANNUR)",KERALA,27,28,4.3,6,37,100,2021
1584,"WELL AT CHERTHALA, ALLEPPY,
KERALA",KERALA,29,30,7.6,7.8,197,274,2021
22,"WELL AT CHUNGAPALLY, KERALA",KERALA,29,30,5.5,6.4,112,132,2021
1586,"WELL AT EDAYAR ERNAKULAM
DISTT., KERALA",KERALA,27,28,5.9,6.4,231,420,2021
2308,"WELL AT FATHIMAPURAM
(CHANGANASSERY)",KERALA,28,30,6.3,6.4,147,218,2021
2324,"WELL AT HAZARDOUS WASTE
DUMP (AMBALAMUGHAL)",KERALA,29,31,5.1,5.4,113,128,2021
2315,WELL AT K.M.M.L. (KOLLAM),KERALA,21,25,6.4,7.8,210,211,2021
1587,"WELL AT KALAMASSERY
ERNAKULAM DISTT. , KERALA",KERALA,29,30,5.7,5.8,246,403,2021
1591,"WELL AT KANNUR
(MUNICIPALITY) KANNUR
DISTTM , KERALA",KERALA,28,28,4.9,5.6,90,116,2021
3475,"WELL AT KARIMBAM, KANNUR",KERALA,27,28,5.2,5.5,64,71,2021
2309,WELL AT KAROOR (PALA),KERALA,25,29,5.7,5.7,68,75,2021
2327,WELL AT KARUKAMANI,KERALA,27,28,7.1,7.6,670,875,2021
1583,"WELL AT KUNDARA, KOLLAM
DISTT. , KERALA",KERALA,22,24,6.8,6.9,163,184,2021
2314,"WELL AT KUREEPUZHA
(KOLLAM)",KERALA,21,23,6.2,7.1,165,195,2021
2321,WELL AT LALOOR (THRISSUR),KERALA,25,27,4.1,5.9,242,250,2021
1589,"WELL AT MALAPURAM , KERALA",KERALA,22,24,6.8,7.1,330,403,2021
2320,WELL AT MANJERI,KERALA,22,23,7.2,7.6,195,281,2021
1590,"WELL AT MAVOOR, KOZHIKKODE
DISTT. , KERALA",KERALA,29,30,6.1,6.7,89,96,2021
1582,"WELL AT NEDUMANGAD,
THIRUVANANTHAPURAM,
KERALA",KERALA,26,26,6.8,7.2,205,266,2021
2322,WELL AT OLLUR (THRISSUR),KERALA,20,28,5.2,5.9,170,250,2021
1581,"WELL AT PAPPANAMKODE,
THIRUVANANTHAPURAM,
KERALA",KERALA,26,26,6.5,6.6,143,178,2021
3474,"WELL AT PAYANOOR, KANNUR",KERALA,27,29,6.7,7,102,225,2021
1592,"WELL AT PAYYANNUR, KANNUR
DISTT. , KERALA",KERALA,27,29,6.2,6.4,158,394,2021
35,"WELL AT PUNALUR, KERALA",KERALA,22,25,6,6.6,142,154,2021
1588,"WELL AT PUNKUNNAM TRISSUR
DISTT. , KERALA",KERALA,25,28,4.8,5.6,185,269,2021
2317,"WELL AT PUNNALPETTIPPALAM
(TELLICHERRY MUNICIPALITY",KERALA,26,30,5.4,5.5,198,310,2021
2313,"WELL AT SARVODAPURAM,
ALAPPUZHA",KERALA,29,30,7.4,8,155,213,2021
2311,"WELL AT VADAVATHOOR
(KOTTAYAM)",KERALA,27,29,6.1,6.7,121,128,2021
2310,WELL AT VAIKOM,KERALA,26,26,6,6.1,166,328,2021
3463,"WELL AT VELLIPARAMBA,
KOZHEKODE",KERALA,28,30,5.4,6.3,80,119,2021
1585,"WELL AT VYTTILA, ERNAKULAM
DISTT. , KERALA",KERALA,28,31,7,7,356,643,2021
3472,"WELL OF TEMPLE
PARASSINIKADAVU, KANNUR",KERALA,26,28,7,7.1,365,552,2021
1606,"WELL (PUBLIC )OPPOSITE
S.B.SCHOOL",LAKSHADWEEP,28.5,28.5,7.3,7.3,714,714,2021
1600,WELL C/O ANDAM PALLI,LAKSHADWEEP,29.3,29.3,7.1,7.1,877,877,2021
4575,WELL C/O BEEREADAM,LAKSHADWEEP,28.9,30,6.7,7,928,1020,2021
4564,WELL C/O BELAVILATHA PALLI,LAKSHADWEEP,30.4,30.6,6.6,7,1050,1709,2021
1601,WELL C/O CIRCUIT HOUSE,LAKSHADWEEP,29,29,7.2,7.2,937,937,2021
4570,"WELL C/O FRIENDS COMMON
CLUB",LAKSHADWEEP,30.2,30.6,7,7.6,1011,1701,2021
1602,"WELL C/O GOVT. PRESS,",LAKSHADWEEP,28.8,29.3,7.5,7.5,725,837,2021
4552,WELL C/O HIGH SCHOOL,LAKSHADWEEP,29.1,30,7.2,7.3,1093,1101,2021
4576,WELL C/O HUSSAIN MANZIL,LAKSHADWEEP,30.4,30.9,6.4,7.2,655,695,2021
4554,WELL C/O I.G HOSPITAL,LAKSHADWEEP,29,29,7.2,7.2,861,861,2021
4553,WELL C/O J.B. SCHOOL (N),LAKSHADWEEP,27,27,7.4,7.4,802,802,2021
4562,WELL C/O JBS (C ),LAKSHADWEEP,29,30.2,7.3,7.4,1084,1094,2021
1596,WELL C/O KADAT PALLI,LAKSHADWEEP,28.8,28.8,7.2,7.2,715,715,2021
4550,WELL C/O KENDRIYA VIDYALAYA,LAKSHADWEEP,29.2,30.6,7.3,7.7,1024,1229,2021
4565,WELL C/O LAGOONS BATH,LAKSHADWEEP,30.2,30.6,6.6,6.6,724,996,2021
4569,WELL C/O MANDALI,LAKSHADWEEP,30.5,30.8,7.3,7.7,1098,2129,2021
4574,WELL C/O MOULA PALL,LAKSHADWEEP,29,30.8,7.1,7.1,536,683,2021
1604,WELL C/O MPSAF QUARTER,LAKSHADWEEP,29.6,29.8,7,7.4,1320,3870,2021
4563,WELL C/O NURSERY SCHOOL,LAKSHADWEEP,30.2,30.9,6.2,6.7,810,910,2021
4572,WELL C/O OBSERVATORY,LAKSHADWEEP,29.9,30.3,7.4,7.5,776,1311,2021
1603,"WELL C/O OLD POLICE
BARRACKS,",LAKSHADWEEP,29.3,30.7,7.1,7.4,1296,1733,2021
4558,WELL C/O PURAKKATTAPOOMI,LAKSHADWEEP,28.8,30,7.1,7.7,935,1140,2021
1599,WELL C/O PURATHA PALLI,LAKSHADWEEP,28.8,28.8,7.2,7.2,621,621,2021
1598,WELL C/O PUTHIYA PALLI,LAKSHADWEEP,28.3,28.3,7.3,7.3,480,480,2021
4560,WELL C/O PUTHIYARA PALLI,LAKSHADWEEP,29,30.2,6.9,7.1,3560,6880,2021
4561,WELL C/O PUTHIYATHAKAL,LAKSHADWEEP,29,30.2,6.8,6.9,1721,3560,2021
4556,WELL C/O SOLAR PLANT,LAKSHADWEEP,29.2,30.7,7.3,7.5,773,963,2021
4573,WELL C/O SULTHAN VEED,LAKSHADWEEP,29.1,29.9,7,7,805,1096,2021
4559,WELL C/O THAJ MANZIL,LAKSHADWEEP,28.9,30.2,7.1,7.5,1320,2630,2021
4567,WELL C/O UJRA PALLI,LAKSHADWEEP,29,31,7.2,7.2,594,618,2021
1597,WELL NEAR BADER PALLI,LAKSHADWEEP,27.8,27.8,7.3,7.3,563,563,2021
1595,WELL NEAR CHEKKILLAM HOUSE,LAKSHADWEEP,28.7,28.7,7.4,7.4,373,373,2021
1605,WELL NEAR HALIPAD,LAKSHADWEEP,29.2,30.6,7.4,7.4,992,1280,2021
4571,WELL NEAR HARBOR COTTAGE,LAKSHADWEEP,30.3,30.6,6.6,7.2,1025,2802,2021
4555,WELL NEAR HELIPAD 2,LAKSHADWEEP,29.1,30.3,7.4,7.8,1611,2120,2021
1593,WELL NEAR J.B SCHOOL,LAKSHADWEEP,29,29,7.1,7.1,990,990,2021
4551,"WELL NEAR J.B. SCHOOL (E)
WITH MOTOR)",LAKSHADWEEP,27.3,27.3,7.2,7.2,876,876,2021
4548,"WELL NEAR KENDRIYA
VIDYALAYA",LAKSHADWEEP,29.8,30,7.2,8,725,1710,2021
1594,WELL NEAR OTTAVATHIL PALLI,LAKSHADWEEP,27.2,27.2,7.2,7.2,935,935,2021
1402,"WELL NEAR PWD ADJACENT TO
CHAKIKILUM IN KAVARATTI",LAKSHADWEEP,28.1,28.1,7.2,7.2,663,663,2021
4566,WELL NEAR S & T,LAKSHADWEEP,28.9,29.5,6.8,6.9,1080,1163,2021
4549,WELL NEAR STADIUM,LAKSHADWEEP,28.8,29.6,7.3,7.5,664,679,2021
3342,"BOREWELL WATER AT VILLAGE
TARPUR, SECTOR-II,
PITHAMPUR, INDUSTRIAL AREA",MADHYA PRADESH,20,23,7.6,7.8,458,679,2021
4618,"GROUND WATER AT INDUSTRIAL
AREA, MANERI DISTT MANDLA",MADHYA PRADESH,21.8,21.8,7.3,7.3,498,498,2021
3838,"GROUND WATER NCL,
JINGURDHA, QSHF-176
METENCE OFF, DIST SINGROULI",MADHYA PRADESH,26.8,30,7.1,7.5,492,560,2021
3823,"GROUND WATER NEAR BUS
STAND, DIST BALAGHAT",MADHYA PRADESH,21.2,21.2,7.2,7.4,418,418,2021
3825,"GROUND WATER NEAR BUS
STAND, DIST MANDLA",MADHYA PRADESH,21,21,7.3,7.4,563,670,2021
3822,"GROUND WATER NEAR BUS
STAND, DIST NARSINGPUR",MADHYA PRADESH,21.3,21.3,7.2,7.4,438,438,2021
3826,"GROUND WATER NEAR BUS
STAND, DIST SEONI",MADHYA PRADESH,21,21.6,7.3,7.3,260,529,2021
3844,"GROUND WATER NEAR
COMMERCIAL AUTO MOBILE",MADHYA PRADESH,27.3,30,7.1,7.5,450,597,2021
,"NEAR BHARAT PETROL PUMP,
VINDHYA NAGAR, SINGROULI",,,,,,,,2021
3843,"GROUND WATER NEAR
ENTRANCE GAGE OF
VIVEKANANAD STATUE, NIGAHI,
SINGROULI",MADHYA PRADESH,26.6,26.6,7.3,7.3,413,413,2021
3839,"GROUND WATER NEAR SHIV
MANDIR, AMLORI NCL, PROJECT
SINGROULI",MADHYA PRADESH,27.2,30,7.3,7.5,373,700,2021
3842,"GROUND WATER NEAR SUB
STATION SECTOR-B, DUDHICHUA
NCL PROJECT, SINGROULI",MADHYA PRADESH,26.5,26.5,7.6,7.6,448,448,2021
3840,"GROUND WATER NEAR SUBJEE
MANDI NCL JAYANT (BESIDE
POLICE STATION), SINGROULI",MADHYA PRADESH,26.5,30,7.4,7.5,260,310,2021
3837,"GROUND WATER PRIMARY
SCHOOL DHOBI GHAT, DIST
SINGROULI",MADHYA PRADESH,26.8,28,7.1,7.5,492,560,2021
1618,"GROUND WATER SAMPLING AT
TWO POINTS IN INDUSTRIAL
AREA MALANPUR, M.P",MADHYA PRADESH,26,26,7.5,7.5,1500,1500,2021
1619,"GROUND WATER SAMPLING AT
TWO POINTS IN INDUSTRIAL
AREA MALANPUR, M.P",MADHYA PRADESH,24,24,7.9,7.9,1625,1625,2021
3841,"GROUND WATER SARVESWAR
RAJA COLONY JAYANT,
SINGROULI",MADHYA PRADESH,26.5,30,7.5,7.6,410,448,2021
3824,"GROUND WATER VILL
BHEEMJORI, MALAJKH, DIST
BALAGHAT",MADHYA PRADESH,21,21,7.4,8.4,477,1017,2021
3827,"GROUND WATER VILL IMALIA,
DIST JABALPUR",MADHYA PRADESH,21,22.2,7.2,7.4,298,542,2021
4625,"HAND PUMP DISTRICT HOSPITA
BHOPAL",MADHYA PRADESH,24,28,7,7.2,758,1995,2021
4630,"HAND PUMP DISTRICT HOSPITAL
BETUL",MADHYA PRADESH,25,30,7.4,8.1,723,723,2021
4627,"HAND PUMP DISTRICT HOSPITAL
HOSHANGABAD",MADHYA PRADESH,20,27,7.1,7.6,739,3767,2021
4626,"HAND PUMP DISTRICT HOSPITAL
SEHORE",MADHYA PRADESH,24,28,6.9,7.9,529,1152,2021
4628,"HAND PUMP DISTRICT HOSPITAL
VIDISHA",MADHYA PRADESH,23,25,7,7.1,1013,1235,2021
4629,"HAND PUMP DSTRICT HOSPITAL
TAISEN",MADHYA PRADESH,28,28,7.4,7.4,1178,1178,2021
3338,"HAND PUMP NEAR PANCHAYAT
BHAWAN, VILLAGE TINAWALI
RAIRU",MADHYA PRADESH,26,26,7.9,7.9,386,386,2021
3333,"HAND PUMP WATER AT
BANSKHEDI, BHOPAL",MADHYA PRADESH,27,28,7.2,7.8,740,848,2021
1617,"OPEN WELL/TUBE WELL
INDUSTRIAL AREA MANDIDEEP,
DISTT. RAISEN, M.P",MADHYA PRADESH,25,25,7.2,7.2,1033,1033,2021
1616,"OPEN WELL/TUBE WELL
INDUSTRIAL AREA,
GOVINDPURA, BHOPAL, M.P",MADHYA PRADESH,28,29,7.4,7.5,272,811,2021
1897,"TUBE WELL AT JAINABAD, NEAR
TAPTI BRIDGE, PUMPING STN.
BURHANPUR, M.P.",MADHYA PRADESH,21,24,7.6,8.1,696,4887,2021
3340,"TUBE WELL AT NEAR TRENCHING
GROUND, INDORE",MADHYA PRADESH,21,23,7.3,7.4,2081,2623,2021
3341,"TUBE WELL AT SECTOR-III,
PITHAMPUR INDUSTRIAL AREA",MADHYA PRADESH,20,24,7.5,7.8,810,982,2021
3334,"TUBE WELL NEAR BUS STAND AT
BETUL",MADHYA PRADESH,26,31,7.7,7.7,724,791,2021
3343,"TUBE WELL NEAR INDUSTRIAL
AREA UDYOG VIHAR , CHURAT,
REWA",MADHYA PRADESH,26.9,28,7.1,7.2,1375,1422,2021
3854,"TUBE WELL WATER SAMPLE OF
SIDHI CITY",MADHYA PRADESH,24,28,7,7.1,988,1023,2021
3337,"TUBE WELL/ HAND PUMP AT
INDL AREA SEONI NEAR
BARAPATTHAR",MADHYA PRADESH,21.2,21.2,7.2,7.5,368,368,2021
3335,"TUBE WELL/ HAND PUMP AT
INDUSTRIAL AREA RECHHAI,
JABALPUR",MADHYA PRADESH,21.2,21.2,7.1,7.6,282,282,2021
3336,"TUBE WELL/ HAND PUMP AT
INDUSTRIAL AREA,
CHHINDWARA",MADHYA PRADESH,28,31,7.3,8.1,692,692,2021
3332,"TUBE WELL/ HAND PUMP AT
INDUSTRIAL AREA, DEWAS",MADHYA PRADESH,22,30,7.4,7.8,2104,3050,2021
3339,"TUBE WELL/ HAND PUMP NEAR
MANGLIA INDUSTRIAL AREA ,
INDORE",MADHYA PRADESH,21,24,6.5,7.5,1359,1528,2021
3345,"TUBEWELL AT INDL AREA,
ANUPPUR",MADHYA PRADESH,27.8,28,8,8.1,491,589,2021
3344,"TUBEWELL AT INDL AREA,
SHAHDOLU/G WATER SAMPLE
FROM INDUSTRIAL
AREA,NARSARHA,DISTT.
SHAHDOL(M.P.)",MADHYA PRADESH,28,28.5,8,8.1,488,611,2021
2149,"WELL AT CULVERT ON A.B.
ROAD, MAKSI",MADHYA PRADESH,24,24,7.3,7.3,1861,1861,2021
2153,"WELL AT IBRAHIMGANJ NEAR
BUS STAND, BHOPAL",MADHYA PRADESH,27,27,7.4,7.8,798,835,2021
2143,"WELL AT KATHODA, JABALPUR",MADHYA PRADESH,21,21,7.4,7.7,412,611,2021
2144,"WELL AT MADAI GRAM,
JABALPUR",MADHYA PRADESH,22.3,22.3,7.4,7.5,428,428,2021
2145,"WELL AT MEHATWAS, NAGDA",MADHYA PRADESH,26,26,7.5,7.5,1618,1767,2021
2154,"WELL AT NEAR PRIMARY
SCHOOL, PILUKHEDI, RAJGARH.",MADHYA PRADESH,24,27,7.1,7.9,370,850,2021
2147,"WELL AT PRATAL NAGAR,
DEWAS",MADHYA PRADESH,25,25,7.2,7.5,2918,3440,2021
