Station Code,Station Name,STATE,Temperature Min,Temperature Max,pH Min,pH Max,Conductivity (µmhos/cm) Min,Conductivity (µmhos/cm) Max,Year
3093,"BORE WELL AT ALLADAPALEM VILLAGE,
PYDIBHIMAVARAM",ANDHRA PRADESH,30,30,7,7,1710,1935,2018
1533,"DIGBOI, TINSUKIA DISTT., ASSAM",ASSAM,18,22,6,6.1,45,448,2018
1534,"KARBI ANGLONG DISTT., ASSAM",ASSAM,26,26,5.4,6.4,105,1240,2018
1535,"SIBSAGAR GOVT ME SCHOOL WARD 6, RED
CROSS ROAD , ASSAM",ASSAM,24,25,6.7,7.5,212,217,2018
1536,"NEAR BPMS H.S. SCHOOL SONARI TOWN DIST
CHARAIDEO",ASSAM,22,25,6.7,7,217,228,2018
1537,"*(JORHAT, ASSAM",ASSAM,27,29,6.7,7.7,225,416,2018
1538,"*SILCHAR, ASSAM",ASSAM,24,24,5.5,6.5,95,120,2018
1539,"*BARPETA, ASSAM",ASSAM,28,28,6.9,7.4,222,580,2018
1540,"*BONAIGAON, ASSAM",ASSAM,27,27,7,7.4,96,139,2018
1541,"NOONMATI GUWAHATI, ASSAM",ASSAM,26,29,6.4,6.8,238,265,2018
1542,"NEAR SIJUBARI MAZAR, NATBOMA HATIGAON",ASSAM,26,30,6.6,7.9,256,565,2018
2243,"GROUND WATER FROM LEDO, MARGHERITA,
ASSAM",ASSAM,18,22,5.2,5.7,153,227,2018
2244,"GROUND WATER FROM NAZIRA, ASSAM",ASSAM,22,25,6.7,7.8,246,254,2018
2245,"GROUND WATER FROM NUMALIGARH (NEAR
NRL TE LABOR COLONY), ASSAM",ASSAM,27,28,5.6,5.7,72,198,2018
2246,"GROUND WATER FROM SEMENCHAPARI, ASSAM",ASSAM,15,22,6.9,7,110,152,2018
2247,"GROUND WATER FROM SILAPATHAR, ASSAM",ASSAM,15,24,6.3,6.4,234,250,2018
2248,"GROUND WATER FROM LAKHIMPUR TOWN,
ASSAM",ASSAM,26,26,5.8,6.1,124,242,2018
2249,"GROUND WATER FROM TEZPUR (MISSION
CHARIALI), ASSAM",ASSAM,25,25,6.6,6.7,179,208,2018
2250,"GROUND WATER FROM NAGAON (PANIGAON),
ASSAM",ASSAM,26,28,6.3,7.1,256,287,2018
2251,"GROUND WATER FROM JAGIROAD NEAR HPC
EFFLUENT DISCHARGE POINT, ASSAM",ASSAM,26,30,5.7,5.8,271,685,2018
2252,"GROUND WATER NEAR MSW DUMPING SITE AT
GARCHUK-GUWAHATI, ASSAM",ASSAM,26,29,6.6,7,169,170,2018
2253,"GROUND WATER FROM NALBARI, ASSAM",ASSAM,29,30,6.3,6.8,188,195,2018
2254,"GROUND WATER FROM BARPETA ROAD(RLY
STATION), ASSAM",ASSAM,29,29,7.4,7.8,362,480,2018
2255,"GROUND WATER NEAR BPRL, DHALIGAON,
ASSAM",ASSAM,25,30,7.2,7.5,80,140,2018
2256,"GROUND WATER FROM KOKRAJHAR DISTRICT
(HS SCHOOL ), ASSAM",ASSAM,29,29,6.1,6.8,101,336,2018
2257,"GROUND WATER FROM DHUBRI DISTRICT
(COLLEGE NAGAR ), ASSAM",ASSAM,30,32,6.7,6.8,330,422,2018
2258,"GROUND WATER FROM GOALPARA DIST.
(GOALPARA COLLEGE ), ASSAM",ASSAM,28,29,6.6,7.2,324,333,2018
2259,"GROUND WATER FROM DIPHU (GOVT. COLLEGE),
ASSAM",ASSAM,27,27,6.9,7,716,785,2018
2260,"GROUND WATER FROM HAMREN, ASSAM",ASSAM,28,28,6.8,6.9,33,265,2018
2261,"GROUND WATER FROM HAFLONG, ASSAM",ASSAM,21,23,5.7,7.3,120,120,2018
2262,"GROUND WATER FROM KARIMGANJ (COLLEGE),
ASSAM",ASSAM,24,24,5.7,6.8,120,138,2018
2263,"GROUND WATER FROM HIALAKANDI (NEAR ASTC
BUS STAND ), ASSAM",ASSAM,24,25,6.6,7.3,192,192,2018
2264,"GROUND WATER IN PANCHGRAM MARKET NEAR
CACHAR PAPER MILL, ASSAM",ASSAM,24,25,6.6,7.2,142,162,2018
3761,BISWANATH CHARIALI TOWN,ASSAM,25,25,6.4,7.2,181,258,2018
3762,"MUNICIPAL WASTE PROCESSING FACILITY,
MORABHARLI, TEZPUR",ASSAM,26,26,6.5,6.7,260,370,2018
3766,MANGALDOI TOWN,ASSAM,24,30,6.3,7.3,113,159,2018
3770,"GROUND WATER NEAR GARMUR RECREATION
GROUND, JORHAT",ASSAM,27,29,6.8,7.6,226,227,2018
3771,"GROUND WATER FROM TITABAR URBAN WATER
SUPPLY, TITABAR",ASSAM,26,28,7.2,7.6,316,316,2018
3779,"GROUND WATER FROM GARMUR, MAJULI",ASSAM,24,28,5.7,7.5,165,297,2018
3790,"GOGAMUKH PUBLIC WATER SUPPLY SCHEME,
GOGAMUKH, DHEMAJI",ASSAM,15,23,5.9,6.7,151,265,2018
3793,"TUBE WELL AT R/O SRI TANKESWAR DAS,
RUPJYOTI COLONY (NAGABALI) MUNICIPALITY
DUMPING SITE, GOLAGHAT",ASSAM,27,27,5.6,7.1,157,458,2018
3794,"TUBE WELL AT R/O SRI ANIL BAORA AT
BOSAGAON NEAR BY THE ATHKHALIA,
NAMGHAR, PO: PULIKAITONI",ASSAM,27,27,6.9,7.2,456,478,2018
3795,"TUBE WELL OF WOKHA GORONGA GIRLS ME
SCHOOL, GOROUNGA TINIALI, FURKATING",ASSAM,27,27,7.3,7.6,346,357,2018
3801,"GROUND WATER FROM MEHEPUR TRENCHING
GROUND, MEHERPUR, CACHAR",ASSAM,24,25,6.7,7.4,336,450,2018
3802,"GROUND WATER FROM MEHEPUR NEAR A
CLUSTER OF NURSING HOME & DIAGNOSTIC
CENTRE, MEHERPUR, CACHAR",ASSAM,24,25,7.1,7.2,321,336,2018
3805,"GROUND WATER NEAR BADARPUR INDUSTRIAL
AREA AT BADARPUR GHAT, KARIMGANJ",ASSAM,24,25,6.5,6.7,164,168,2018
3813,"GROUND WATER FROM BONDA, GUWAHATI",ASSAM,26,28,6.2,6.3,266,273,2018
3815,"GROUND WATER FROM KHANAPARA,
GUWAHATI",ASSAM,27,28,6.8,6.9,220,606,2018
3816,"GROUND WATER FROM BASISTHA, GUWAHATI",ASSAM,26,27,6.2,6.7,196,256,2018
3817,"GROUND WATER FROM KAHILIPARA, GUWAHATI",ASSAM,25,27,6.4,6.8,266,391,2018
3818,"GROUND WATER FROM MALIGAON, GUWAHATI",ASSAM,25,25,6.9,7.2,281,290,2018
4001,GROUND WATER FROM PANJABARI,ASSAM,21,27,6.6,6.9,341,362,2018
4002,GROUND WATER FROM SANTIPUR,ASSAM,25,28,6.7,6.9,207,253,2018
4003,"GROUND WATER FROM TEZPUR COLLEGIATE
HIGH SCHOOL",ASSAM,23,30,7.4,7.5,131,131,2018
4007,GROUND WATER FROM LAKWAH,ASSAM,23,25,6.5,7.4,166,323,2018
4008,GROUND WATER FROM GELEKY,ASSAM,23,27,7.2,7.3,249,272,2018
4303,GROUND WATER FROM SATGAON,ASSAM,26,26,6.2,7.2,103,322,2018
1825,"BORE WELL WATER AT KATRA BAZAR WATER
TANK, MALSALAMI, PATNA",BIHAR,24,26,7.3,7.8,487,519,2018
1826,"BORE WELL WATER AT BHUT NATH ROAD WATER
TANK SEC-3, KANKARBAGH,PATNA",BIHAR,23,24,7.4,7.6,463,516,2018
1827,"TAP WATER COMING FROM OVER HEAD TANK
PMCH CAMPUS, PATNA",BIHAR,24,24,7.4,7.4,465,539,2018
1828,"BORE WELL WATER IN CAMPUS OF PATNA
WATER BOARD HEAD OFFICE, NEAR HIGH COURT,
PATNA",BIHAR,23,26,7.3,7.5,514,570,2018
1829,"BORE WELL WATER FROM IGIMS CAMPUS,
PATNA",BIHAR,22,24,7,7.2,477,555,2018
1830,"BORE WELL WATER (PHED PUMP HOUSE) SADAR
HOSPITAL CAMPUS, MUZAFFARPUR",BIHAR,21,22,7,7.1,868,1190,2018
1831,"BORE WELL WATER MMC PUMP HOUSE
BRAHMPURA NAKA, MUZAFFARPUR",BIHAR,22,22,7.4,7.4,682,682,2018
1832,"TAP WATER IN CAMPUS OF KALI ASTHAN,
BEGUSARAI",BIHAR,25,29,7.1,7.7,683,928,2018
1833,"TAP WATER IN CAMPUS OF S.P OOFICE,
POKHARIA, BEGUSARAI",BIHAR,27,29,7,7.1,797,810,2018
1834,"HAND PUMP WATER NEAR GOVT. HOSPITAL,
PURNEA",BIHAR,27,28,6.9,7.8,246,306,2018
1835,"HAND PUMP WATER NEAR COURT LOWER
COURT, PURNEA",BIHAR,27,27,6.7,7.6,283,798,2018
1836,"HAND PUMP WATER NEAR BUS STAND TILKS
MANJHI CHOWK, BEGUSARAI",BIHAR,27,30,6.9,7.1,886,952,2018
1837,"BHAGALPUR TAP WATER NEAR RAILWAY
STATION",BIHAR,27,31,7.2,7.7,667,706,2018
1838,"TAP WATER NEAR VEER KUWAR SINGH CHOWK,
MUNGER",BIHAR,26,26,6.9,6.9,907,907,2018
1839,"HAND PUMP WATER IN CAMPUS OF KASTURBA
WATER WORKS, MUNGER",BIHAR,26,28,7.4,8,338,338,2018
1840,"TAP WATER PHED PUMP HOUSE MAIN ROAD,
MOTIHARI",BIHAR,24,27,8,8.1,418,727,2018
1841,"TAP WELL WATER FROM T. MODAL INTER
SCHOOL, G.B ROAD, GAYA",BIHAR,28,28,7,7.2,461,716,2018
1842,"TAP WATER SAMPLE AT RAMKUND, GAYA",BIHAR,27,27,7,7,478,710,2018
1843,"PHED WATER SUPPLY NEAR BUS STAND, RAJGIR",BIHAR,23,28,6.9,7,510,911,2018
1844,"BORE WELL WATER NEAR COMMISSIONARY
OFFICE, CHAPRA",BIHAR,23,25,6.6,7,1350,1460,2018
2576,"HAND PUMP WATER AT CIVIL COURT,
AURANGABAD",BIHAR,25,28,7,7,610,906,2018
2577,"HAND PUMP WATER AT COURT CAMPOUND,
ARARIA",BIHAR,27,30,6.7,8.2,189,198,2018
2578,"HAND PUMP WATER AT SARDAR PATEL BUS
STAND, BHOJPUR",BIHAR,20,24,7.2,7.3,518,725,2018
2579,"TUBE WELL WATER AT COLLECTRIATE CAMPUS,
BUXAR",BIHAR,24,28,7.1,7.2,512,745,2018
2580,"HAND PUMP WATER FROM NAGAR PARISHAD,
BHABHUA",BIHAR,27,30,7.1,7.1,498,889,2018
2581,"HAND PUMP WATER AT KILA GATE NEAR
RAMBAGH MITHILA UNIVERSITY, DARBHANGA",BIHAR,28,28,7.4,7.4,186,186,2018
2582,"HAND PUMP WATER AT DARBHANGA BUS
STAND, DARBHANGA",BIHAR,29,29,7.5,7.5,401,401,2018
2583,"HAND PUMP WATER AT BUS STAND, GOPALGANJ",BIHAR,22,25,6.7,6.8,1430,1680,2018
2584,"HAND PUMP WATER AT THAWAY MANDIR
CAMPUS, GOPALGANJ",BIHAR,24,25,7.1,7.3,577,1000,2018
2585,"TAP WATER NEAR PANI TANKI AT JAHANABAD
COURT, JAHANABAD",BIHAR,22,28,6.9,7.4,432,891,2018
2586,"HAND PUMP WATER AT BUS STAND, KATIHAR",BIHAR,27,29,6.9,7.3,278,402,2018
2587,"HAND PUMP WATER NEAR SADAR HOSPITAL,
KHAGARIA",BIHAR,29,29,6.7,6.7,867,867,2018
2588,"HAND PUMP WATER AT D.M OFFICE,
KISHANGANJ",BIHAR,27,31,6.7,7.5,204,336,2018
2589,"HAND PUMP WATER NEAR D.M OFFICE,
MADHEPURA",BIHAR,27,28,6.7,7.3,209,914,2018
2590,"HAND PUMP WATER AT COLLECTRIATE OFFICE,
MADHUBANI",BIHAR,29,29,7.1,7.1,545,545,2018
2591,"TAP WATER INSIDE THE CAMPUS OF TOURIST
CAFETERIA, NALANDA",BIHAR,24,27,6.9,7.1,448,891,2018
2592,"NALANDA -HAND PUMP WATER AT CIVIL COURT
BIHAR SARIF",BIHAR,25,27,6.8,6.9,501,917,2018
2593,"NAWADAH- HAND PUMP WATER AT
COLLECTRIATE CAMPUS.",BIHAR,25,27,7,7,445,926,2018
2594,"SAHARSA HAND PUMP WATER NEAR SADAR
HOSPITAL",BIHAR,28,28,7.1,7.2,207,278,2018
2595,"SAMASTIPUR HAND PUMP WATER AT
COLLECTRIATE CAMPUS",BIHAR,30,30,7.2,7.2,821,821,2018
2596,"SITAMARHI HAND PUMP WATER AT SRI JANKI
MANDIR",BIHAR,22,25,7.5,8.1,318,697,2018
2597,"SIWAN BORE WELL WATER AT COLLECTRIATE
CAMPUS",BIHAR,24,26,6.9,7.1,660,1560,2018
2598,"ROHTAS BORE WELL WATER FROM WATER TANK
NEAR DHARMA SHALA SASARAM.",BIHAR,27,29,7,7.3,521,843,2018
2599,"ROHTAS HAND PUMP WATER AT BUS STAND
SASARAM",BIHAR,27,29,7,7.5,465,854,2018
2600,"VAISHALI TAP WATER AT RAILWAY STATION
CAMPUS HAZIPUR",BIHAR,21,24,7,7.9,986,1200,2018
3138,"ARA (BHOJPUR) BORE WELL WATER AT STATION
ROAD NEAR RLY STATION",BIHAR,21,24,7.1,7.1,576,1160,2018
3139,ARARIA HAND PUMP WATER AT BUS STAND,BIHAR,28,30,6.8,7.8,140,212,2018
3140,"BETTIAH HAND PUMP WATER AT RAILWAY
STATION",BIHAR,24,26,7.1,7.2,604,890,2018
3141,"BODH GAYA HAND PUMP WATER NEAR LONG
LORD BUDHA TAMPLE",BIHAR,26,27,6.8,7.2,605,702,2018
3142,"BIKRAMGANJ HAND PUMP WATER AT BUS
STAND CHAWK",BIHAR,28,29,7,7.4,520,544,2018
3143,BAGAHA HAND PUMP WATER AT BAGAHA BAZAR,BIHAR,22,24,7.2,7.4,410,573,2018
3144,"BARH HAND PUMP WATER NEAR A.N.S. COLLEGE
BARH",BIHAR,26,32,6.9,7.4,780,1007,2018
3145,"DEHRI ON SONE HAND PUMP WATER NEAR
MUFFASIL THANA MORE",BIHAR,25,28,7,7.1,256,502,2018
3146,DUMRAON BORE WELL WATER AT PANI,BIHAR,25,26,7.2,7.4,540,844,2018
3147,"JAYNAGAR HAND PUMP WATER AT RAILWAY
STATION",BIHAR,30,30,7.7,7.7,323,323,2018
3148,"JAMALPUR HAND PUMP WATER POLICE STATION
JAMALPUR",BIHAR,29,29,8.6,8.6,1190,1190,2018
3149,"KUDRA HAND PUMP WATER AT RAILWAY
STATION",BIHAR,26,30,7,7,505,766,2018
3150,"MANER HAND PUMP WATER AT MAIN ROAD
NEAR KALI MANDIR",BIHAR,23,24,7.2,7.8,559,600,2018
3151,"MOHANIA HAND PUMP WATER AT MOHANIA
GUEST HOUSE",BIHAR,23,29,7,7.5,464,511,2018
3152,"NARKATIAGANJ HAND PUMP WATER AT BUS
STAND",BIHAR,23,28,7.4,7.5,464,480,2018
3153,"PIRO HAND PUMP WATER AT CHURCH HIGH
SCHOOL PIRO",BIHAR,27,28,7,7.2,478,601,2018
3154,"GAYA TAP WATER SAMPLE AT RAMKUND, GAYA",BIHAR,26,27,7,7,504,841,2018
3155,SUPUAL HAND PUMP WATER AT BUS STAND,BIHAR,29,29,7,7.2,198,303,2018
3156,SAMASTIPUR HAND PUMP WATER AT BUS STAND,BIHAR,30,30,7.2,7.2,736,736,2018
3157,"SULTANGANJ HAND PUMP WATER AT
SULTANGANJ CHAWK",BIHAR,28,29,7,7.1,717,872,2018
3158,SHERGHATI BORE WELL WATER AT BUS STAND,BIHAR,26,29,7,7,598,889,2018
3159,"SHAHPUR HAND PUMP WATER AT SHAHPUR
HIGH SCHOOL",BIHAR,22,23,7.2,7.2,780,1460,2018
3161,KATIHAR HAND PUMP WATER AT BUS STAND,BIHAR,28,28,6.9,7.5,256,264,2018
3162,"VAISHALI HAND PUMP WATER AT VAISHALI
BLOCK",BIHAR,21,22,7.1,7.2,804,822,2018
2039,"SECTOR 15, CHANDIGARH",CHANDIGARH,22,25,7,7.6,878,938,2018
2040,"SECTOR 22, CHANDIGARH",CHANDIGARH,22,22,7,7,853,853,2018
2041,"SECTOR 34, CHANDIGARH",CHANDIGARH,22,24,7,7.3,863,905,2018
2042,"SECTOR 47, CHANDIGARH",CHANDIGARH,21,24,7.2,7.4,662,721,2018
2043,"PALSORA VILLAGE, CHANDIGARH",CHANDIGARH,22,24,7,7.2,1181,1210,2018
2044,"DHANAS VILLAGE, CHANDIGARH",CHANDIGARH,23,24,7.2,7.3,664,1210,2018
2045,"DADU MAJRA, CHANDIGARH",CHANDIGARH,22,24,7.6,7.6,746,753,2018
1620,"AT RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,24,30,7.4,7.5,446,456,2018
1621,"AT RAIPUR REGION, CHHATISGARH.",CHHATTISGARH,25,28,7.3,7.4,436,458,2018
1622,"AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,30,33,7.5,7.5,412,430,2018
1623,"AT BILASPUR REGION, CHHATISGARH.",CHHATTISGARH,27,30,7.5,7.5,432,451,2018
3171,"HAND PUMP WATER 17/10 NEPALI MOHLLA,
SHANKAR NAGAR, HEAVY INDUSTRIAL AREA,
BHILAI, CHHATISGARH.",CHHATTISGARH,23,23,7.2,7.4,,,2018
3172,"BOREWELL/ HANDPUMP IN ROGBAHRI VILLAGE,
KORBA, CHHATISGARH.",CHHATTISGARH,7,27,7.1,7.2,0,0,2018
3173,"BOREWELL/ HANDPUMP IN PARSABHATA,
BALCO, KORBA, CHHATISGARH.",CHHATTISGARH,26,27,7.2,7.2,,,2018
3174,"BOREWELL/ HANDPUMP IN DHANRAS, NTPC,
KORBA, CHHATISGARH.",CHHATTISGARH,26,27,7.2,26.2,,,2018
1440,"WELL AT SOMNATH INDUSTRIAL ESTATE, DAMAN",DAMAN & DIU,30,31,7.2,7.5,430,434,2018
2448,"VILLAGE BHIMPORE, DAMAN",DAMAN & DIU,31,31,7.2,7.2,437,468,2018
2449,"VILLAGE RINGANWADA, DAMAN",DAMAN & DIU,30,30,7.2,7.4,590,604,2018
2450,"VILLAGE DUNETHA, DAMAN",DAMAN & DIU,31,31,7,7.4,576,586,2018
2451,"VILLAGE DABHEL, DAMAN",DAMAN & DIU,30,30,7.3,7.4,1092,1128,2018
2452,"VILLAGE KACHIGAM, DAMAN",DAMAN & DIU,30,31,7.3,7.3,955,974,2018
2453,"VILLAGE KHANVEL, DADRA",DADRA & NAGAR HAVELI,30,31,7.5,7.6,641,662,2018
2454,"VILLAGE ATHAL, DADRA",DADRA & NAGAR HAVELI,30,31,7.2,7.4,398,428,2018
2455,"VILLAGE MASAT, DADRA",DADRA & NAGAR HAVELI,30,31,7.3,7.5,1098,1128,2018
2456,"VILLAGE PIPERIA, DADRA",DADRA & NAGAR HAVELI,30,30,7.3,7.4,1064,1157,2018
2457,"VILLAGE GALONDA, DADRA",DADRA & NAGAR HAVELI,30,30,7,7.2,760,792,2018
2458,"VILLAGE, DADRA",DADRA & NAGAR HAVELI,30,31,7.5,7.7,1210,1385,2018
3477,"WELL AT ALIPUR, DELHI",DELHI,,,7.8,7.8,2870,2870,2018
3479,"WELL AT AURBINDO MARG, DELHI",DELHI,,,7.6,7.8,1717,2730,2018
3480,"WELL AT BAWANA, DELHI",DELHI,,,8,8,3390,3390,2018
3483,"WELL AT BURARI, DELHI",DELHI,,,7.6,7.6,2040,2040,2018
3485,"WELL AT DEFENCE COLONY, DELHI",DELHI,,,7.9,7.9,1350,1350,2018
3488,"WELL AT DILSHAD GARDEN, DELHI",DELHI,,,7.1,7.7,1220,1260,2018
3489,"WELL AT DWARKA, DELHI",DELHI,,,,,6230,6230,2018
3490,"WELL AT FATEH PUR BERI, DELHI",DELHI,,,7.2,7.5,473,724,2018
3492,"WELL AT GAJIPUR, DELHI",DELHI,,,,,6150,6150,2018
3493,"WELL AT GANDHI NAGAR, DELHI",DELHI,,,,,1608,1608,2018
3494,"WELL AT HAIDERPUR, DELHI",DELHI,,,7.7,7.7,787,816,2018
3496,"WELL AT ISBT, DELHI",DELHI,,,7.5,7.5,1200,1200,2018
3498,"WELL AT KALKA JI, DELHI",DELHI,,,7.5,7.5,936,936,2018
3500,"WELL AT KAMLA NAGAR, DELHI",DELHI,,,7.8,7.8,1140,1140,2018
3503,"WELL AT KAROL BAGH, DELHI",DELHI,,,7.4,7.4,792,792,2018
3514,"WELL AT MATIALA, DELHI",DELHI,,,,,1150,1150,2018
3515,"WELL AT MAYA PURI, DELHI",DELHI,,,7.6,7.6,2530,2530,2018
3516,"WELL AT MAYUR VIHAR, DELHI",DELHI,,,,,1825,1825,2018
3517,"WELL AT NAJAFGARH, DELHI",DELHI,,,,,2890,2890,2018
3518,"WELL AT NARAINA INDL AREA, DELHI",DELHI,,,7.7,7.7,1375,1375,2018
3520,"WELL AT OKHLA, DELHI",DELHI,,,6.8,6.8,1450,1450,2018
3523,"WELL AT PARIVESH BHAWAN, DELHI",DELHI,,,7.1,7.9,2900,3060,2018
3525,"WELL AT PATEL NAGAR, DELHI",DELHI,,,7.4,7.4,3690,3690,2018
3526,"WELL AT PATPAR GANJ, DELHI",DELHI,,,,,1141,1141,2018
3528,"WELL AT PEERAGARHI, DELHI",DELHI,,,7.6,7.6,5950,5950,2018
3531,"WELL AT QUTAB GARH, DELHI",DELHI,,,7.6,7.9,86,3130,2018
3534,"WELL AT RASHTRAPATI BHAWAN, DELHI",DELHI,,,7.9,7.9,1635,1635,2018
3535,"WELL AT ROHINI, DELHI",DELHI,,,7.3,7.4,415,559,2018
3536,"WELL AT SAKET, DELHI",DELHI,,,7.4,7.7,1286,1320,2018
3537,"WELL AT SHAHDARA, DELHI",DELHI,,,7.2,7.8,2170,2210,2018
3543,"WELL AT TRILOKPURI, DELHI",DELHI,,,,,1380,1380,2018
3546,WELL AT VASANT VIHAR,DELHI,,,7.8,7.8,1680,1680,2018
2277,"WELL AT VERNA INDI.ESTATE.(M/S CIPLA
LIMITED)",GOA,29,30,6.7,6.8,292,522,2018
2278,WELL AT SANCOALE INDL.ESTATE,GOA,29,29,6.5,7.1,84,106,2018
2280,"WELL AT KUDAI INDL. ESTATE(M/S CADILA
HEALTHCARE LIMITED)",GOA,29,31,6.7,6.7,279,290,2018
2281,WELL AT CORLIM INDL. ESTATE,GOA,30,30,5.5,6,69,119,2018
2282,"WELL AT PILERNE INDUSTRIAL ESTATE(M/S
UNICHEM )",GOA,28,32,6.6,8.3,247,363,2018
3192,BORE WELL AT PILERNE INDUSTRIAL ESTATE,GOA,32,32,6.6,6.6,247,247,2018
3193,BORE WELL AT CUNCOLIM INDUSTRIAL ESTATE,GOA,28,32,6.8,7,419,436,2018
3194,BORE WELL AT BETHORA INDUSTRIAL ESTATE,GOA,30,31,5.9,6.6,97,179,2018
3195,BORE WELL AT MADKAIM INDUSTRIAL ESTATE,GOA,29,30,6.2,6.4,70,95,2018
3,WELL AT AHMEDABAD,GUJARAT,18,30,7.7,8,1330,1336,2018
6,WELL AT BARODA,GUJARAT,0,29,8.2,8.5,471,484,2018
1226,"WELL AT NAROL, AHMEDABAD,",GUJARAT,33,33,8.1,8.6,320,390,2018
1948,BHAVNAGAR,GUJARAT,28,30,8,8.1,1460,1650,2018
1949,AMRELI,GUJARAT,28,31,8,8.1,1200,1320,2018
1950,JUNAGADH,GUJARAT,23,26,7.6,8,1190,1530,2018
1951,RAJKOT,GUJARAT,28,28,7.9,7.9,1210,1210,2018
1953,JAMNAGAR,GUJARAT,26,26,7.8,7.8,1020,1020,2018
1954,BHUJ,GUJARAT,29,29,7.6,7.6,3740,3740,2018
1955,PALANPUR,GUJARAT,30,30,7.4,7.7,1365,1395,2018
1956,MEHASANA,GUJARAT,28,30,7.4,8,605,2873,2018
1957,SIDDHPUR (DIST.PATAN),GUJARAT,27,27,7.5,8.6,1628,1818,2018
1958,HIMATNAGAR,GUJARAT,28,28,8.1,8.1,814,814,2018
1959,NADIAD,GUJARAT,25,25,7.8,8.2,1728,1768,2018
1960,DAHOD,GUJARAT,30,30,8,8.4,817,977,2018
1961,GODHARA,GUJARAT,30,30,7.2,8.1,1051,1098,2018
1962,VADODARA (INDUSTRIAL-NANDESARI),GUJARAT,28,29,7.1,7.3,3520,3760,2018
1963,ANKLESHWAR (INDUSTRIAL AREA),GUJARAT,31,32,7.3,7.5,3890,4230,2018
1965,"MORA-HAJIRA (INDUSTRIAL), HAJIRA",GUJARAT,32,32,8.1,8.5,1377,2328,2018
1966,"GABHENI VILLAGE, SURAT (INDUSTRIAL)",GUJARAT,32,32,7.3,8.2,835,2178,2018
1967,"ATUL, VILLAGE G.W, (VALSAD)",GUJARAT,26,27,7.1,7.2,335,1636,2018
1968,"VAPI INDUSTRIAL AREA IN D/S, VAPI",GUJARAT,26,27,7.3,7.8,671,1593,2018
1969,"SARIGAM VILLAGE (D/S OF INDUSTRIALAREA),
VAPI",GUJARAT,28,29,7.2,7.6,772,907,2018
1970,"BOREWELL D/S TSDF SITE, GIDC INDUSTRIAL
AREA, VAPI",GUJARAT,27,27,7.4,7.8,620,754,2018
2083,BORE WELL OF CHHATRAL GIDC.,GUJARAT,26,30,7.1,8.9,2417,3026,2018
2084,BORE WELL OF PALSANA VILLAGE.,GUJARAT,28,32,8.1,8.3,1187,2858,2018
2085,BORE WELL OF SANTEJ VILLAGE.,GUJARAT,28,28,7.7,7.7,1987,1987,2018
